True Label,Predicted Label,Attribution Label,Attribution Score,Convergence Score
high,high (0.9776865243911743),high,1.0436851792309827,0.0659988932583877
Word Importance
very,low,Digital,very,high,DigitalOOH,very,high,OOH,very,high,Print,high,Radio,very,low,SEM,very,low,SEM
-0.00468264043746344,-0.007966215728550618,0.0024354056722573018,0.0036599663485853366,0.0010593534000124013,0.01604294931841555,0.001815613452673401,0.003248275190105381,0.013436739634259575,0.00026969311414413327,0.004548456403410455,0.004612210209149157,0.002875747355594695,0.008968162774195395,0.002932267254510456,-0.004211130547312203,0.003047970500114971,0.011368682726860629,0.045655303651209976,0.004471015755439036
0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
subtitle,low,Digital,very,high,DigitalOOH,very,high,OOH,very,high,Print,high,Radio,very,low,SEM,low,SEM,2
0.0025163801427790893,-0.014555042638903426,0.03244179193278441,0.02105256931669947,0.12030307619426656,0.010956301661173305,0.004123454070451782,7.36854581709764e-05,-0.00453434976896221,-0.030510544946434806,-0.031195314897195583,-0.018525115091374465,0.04440896007525291,-0.010599717488896567,0.01404974694765547,-0.0076417412664331165,-0.01397188110873164,0.01912134663998927,-0.01992757699660975,0.07911857044677711
0.0,-1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,2.0
high,Social,low,TV,Top,online,self,-service,tips,.,New,Clients,Existing,Clients,Make,life,less,taxing,Why,Scotia
0.13593176298055984,0.009581389812479663,-0.01723267708252253,-0.023547654997837033,0.038581478722615144,0.00956903925325592,-0.006212392991133587,0.008065927017850496,0.005409031023278502,0.01566042395141288,0.0029497563461573033,0.00867595424482274,0.006351246992337743,-0.004085254841462884,0.0032769724372765886,0.00032453758406128345,0.033515249715568456,-0.004021305344964322,-0.008331279493399308,-0.00040557642681702394
3.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
iTRADE,?,Some,great,reasons,to,join,Scotia,iTRADE,today,.,a,woman,sitting,on,a,table,with,a,laptop
-0.006346650145239704,0.005974853479362158,0.008329591067057399,0.008532040336973001,-0.0526617317239566,-0.010357930923368302,0.00484060881972689,-0.007037614537202334,0.0015454988802562405,0.01766684815347898,0.016709049646144423,0.04258772956538409,-0.011875260204736319,-0.002061368560643453,0.006178863876544798,0.0005064240284493998,0.0006170567539474456,0.017432400266391035,0.009333232441816362,-0.0016651400876104283
-1.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
computer,Open,an,Account,How,would,you,like,to,apply,?,Let,us,call,you,Visit,Us,Scotia,iTRADE,Investor
0.004822350084168363,-0.0038721124877641525,-0.0018647062273746701,-0.008622658042122727,0.008557883010603291,0.0033793964083001404,-0.0003295202455824587,0.0008964862837237306,0.007448065039407034,0.0074735977449144845,0.002407689439681046,-0.009325637736958412,-0.0014481562412621677,-0.010177270288246673,0.005382850511439814,0.0068555277556668695,-0.001699783592974147,-0.0023902489301755835,0.007238226051672676,-0.0010804675360361058
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Centre,Non,-digital,Account,Opening,for,Selected,Account,Types,Get,self,-started,with,self,-directed,investing,.,Our,standard,commission
-0.005151356564964633,-0.0001988512361271273,-0.004467592392605149,0.0029907318186621337,-0.0002819848592410545,-0.006381459811401637,-0.001852176229229984,0.0029177810992631727,0.00840801139111548,0.00961874636930558,0.002444205978385687,0.009273553231844589,-0.013771319469446989,0.004080897897806053,0.00937891563291777,0.009781622129971667,0.00019070292073264253,-0.005757215451316881,-0.00978021850774407,0.011802555294653827
0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
pricing,is,just,$9.99,for,equities,and,options,trades,*,.,How,to,add,funds,or,transfer,money,to,Scotia
0.004174955129262774,0.005850277339445354,0.013114865160795014,0.007211838796959691,0.010923744205633799,0.011275149288988867,0.027412805623882493,0.06251042106154436,0.023067541165371568,0.012868924750747747,-0.017444757159970046,0.01632770959811952,0.0603884840505396,0.03729046892266271,-0.030033051438998995,-0.5608860707303722,0.020203852065049207,0.09310747944006438,-0.06482925467034313,-0.002663937942130435
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,-1.0,1.0,2.0,1.0,-2.0,-3.0,1.0,2.0,-2.0,0.0
iTRADE®,?,Get,started,with,Scotia,iTRADE®,How,to,open,a,scotia,iTRADE®,account,?,To,open,an,account,","
0.011638588886127645,0.006706262472855534,0.005901445366430214,0.006144043806754346,0.0027777626916888716,-0.006115357528801992,-0.004106377984387119,0.00240251545130816,0.004167977471044209,-0.0060999157057784175,0.03826650941504485,0.02829476578507609,0.007562067239859332,0.008089055090687088,0.011615707341695113,0.010307457696079329,0.004104435328611308,0.014261229515214083,0.0012444837027550289,0.010273615224834273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
all,account,applicants,will,need,:,Helpful,tips,for,you,:,How,to,place,a,trade,on,Scotia,iTRADE®,?
0.006489886190820403,0.0067005595225491845,-0.00440372571273639,-0.001480055351762679,0.02249226035840348,0.06533499798744771,0.0011308002303709627,0.009076627269659203,0.007329004799282731,-0.004118482286318846,0.03762763479846276,0.006699179133295721,0.0030498879381396404,0.004245633051586602,-0.01684812772131631,0.0014327946732091814,0.0014315531838383557,-0.006755740693679951,-0.001266646854909556,-0.001043901127279796
0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
Here’s,5,easy,steps,to,guide,you,through,placing,a,trade,.,Insert,heading,text,with,an,optional,subtitle
0.005896303368007011,0.0025896790803024493,0.007814488836859,0.004214695804740976,0.00429318524766427,-0.002525223527618174,0.00035205443123445535,-0.0019246573320552515,-0.0018063593846023025,0.015287963432754258,0.005608543647950206,0.019957184572307635,-0.012804494431842905,-0.0026490647853596987,0.01067528858053483,-0.012868643480472392,0.0025769090550685943,0.0041121179885559205,-0.009523331422321988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0

True Label,Predicted Label,Attribution Label,Attribution Score,Convergence Score
medium,medium (0.7443979382514954),medium,1.4355621549889812,0.6911642763421308
Word Importance
very,low,Digital,very,high,DigitalOOH,very,high,OOH,very,high,Print,high,Radio,very,low,SEM,very,low,SEM
-0.01233975895144029,0.050321864046809495,0.02134034720138695,0.009746972557665597,0.03678220934771634,0.021106878151849386,-0.008441443588105953,-0.012052577688751509,0.022205297799180436,0.012518115398828068,-0.013759441071952568,-0.01932567267079119,-0.008774616981541595,0.019123231559427384,0.01646401872675326,-0.02140175721700179,0.02167881709979759,0.01174831526615781,0.0032569414275102487,-0.0578356063331044
-1.0,2.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,-2.0
2,medium,Social,high,TV,Top,online,self,-service,tips,.,New,Clients,Existing,Clients,Make,life,less,taxing,Why
-0.03265352386240474,0.11907052985432072,0.01750542284111104,0.001289072864344173,0.03374660720509061,0.015563347655188863,-0.02427802977744049,-0.009978606406520818,-0.010664139384314838,0.0018914276841008586,-0.0031953127433582574,-0.006588646334756632,0.017169550942064425,0.009114809573669008,0.01144583051554879,-0.026003984510795105,-0.006838945412611872,-0.0023051204187522923,-0.03465901786817152,0.04728039422652862
-1.0,2.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0
Scotia,iTRADE,?,Some,great,reasons,to,join,Scotia,iTRADE,today,.,a,woman,sitting,on,a,table,with,a
0.015065917184070646,0.0035135078998952216,0.0028187432533337744,-0.01610622562936744,0.006747555664672984,0.03386621190130059,-0.007325399563301768,-0.016399548937578202,-0.0032055408975326578,-0.01889999864705394,-0.042369543493633186,0.01335343496118409,0.04550455934117582,0.04142727410837925,0.004293050841687624,-0.006083895339147516,0.001493902332322081,-0.00011054036582351483,-0.004818264546523062,-0.014058520873101613
1.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
laptop,computer,Open,an,Account,How,would,you,like,to,apply,?,Let,us,call,you,Visit,Us,Scotia,iTRADE
-0.004275651435614285,-0.010761184480952625,-0.004007360229346451,-0.004094989591375543,0.029022675392366026,0.009523790914427031,-0.004375081373688739,0.0024033518306498516,-0.03199192026354836,-0.001463166778789473,-0.03444375959162959,0.019571987048312763,-0.0054971558852592185,-0.014954691855076453,-0.05608686413406981,0.024286361335296568,0.019921898890834535,0.02497593970079596,0.0053792450482427045,-0.018956325660066498
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-2.0,1.0,1.0,1.0,0.0,-1.0
Investor,Centre,Non,-digital,Account,Opening,for,Selected,Account,Types,Get,self,-started,with,self,-directed,investing,.,Our,standard
0.004521494223019407,0.004187753504136709,-0.011042870098318683,0.008533845337523533,0.0015304305108359297,-0.0013784030310818023,0.0032658801718340284,0.010831560520321082,0.00021940373330003957,0.027141061993544525,0.0156159287049371,0.0013032648320326677,0.004844010891221523,0.010934054943725378,-0.007285328823961724,0.0007184538398130043,-0.00802712474492852,0.015008664806007807,0.02220178310203442,0.01222328730378396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
commission,pricing,is,just,$9.99,for,equities,and,options,trades,*,.,Scotia,iTRADE,App,for,Mobile,Trade,",",invest
0.016762008505053813,0.0015280833782868935,-0.005869230407348474,0.012120750325245563,-0.007282700963418277,-0.005644385123397698,0.0041490752204453455,-0.010847595143881752,-0.0006207154828072525,0.007788262369713356,0.014192125194210432,0.00860138639315431,0.003877337180826595,-0.004587991702449105,-0.002337040567966754,0.0006793456310328712,-0.021685121938108558,-0.002916656028775197,-0.001888415163133603,-0.0025442652255671383
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
",",follow,the,market,and,manage,your,account,on,the,go,Your,pace,.,Your,terms,.,Fully,secure,.
-0.007103452901014446,-0.00979809448959807,0.0019455462544453244,-0.007355759249457109,-0.004965516767605242,0.013804303426892777,-0.00045962659855601495,0.0001425885359172983,-1.2654673895704828e-05,0.004675696357382096,0.007098501490630323,0.010326216914789764,0.0018005165007774632,0.004897763874804288,-0.006618350885779891,-0.005462162409968578,-0.004302050655760882,0.011615641404918161,-0.003345088059703889,0.004340152701351985
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discover,how,the,Scotia,iTRADE,app,for,mobile,can,help,you,trade,on,the,go,.,Length,1,:50,Scotia
0.01365491556177435,-0.0017004392684369556,0.018694111871989202,-0.01714147177438851,-0.015005799559137053,-0.009995371471585909,0.0035203362977689143,-0.021218642522774896,0.00428702418966856,-0.017017717981559786,0.005704623646977013,-0.011973834225936517,0.006698449722074192,-0.0026080686495933147,0.0004696407991739964,-0.02031142322661976,-0.013176231681944987,0.11913403227110839,-0.0002730023713104742,0.007392764753347358
1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0
iTRADE,FlightDesk®,Customized,market,intelligence,for,your,online,trading,needs,.,Seize,market,opportunities,with,real,-time,streaming,data,and
-0.017417139221349954,0.003949470935871963,-0.011120370439947656,-0.0184962085901687,-0.05152260530047128,-0.01867602575658897,-0.00678204215563054,-0.0072684565584095785,-0.021027983302052123,-0.014620593834486332,0.01676818721019093,-0.03320450557436673,-0.04113046459291514,-0.03817001541418652,-0.010554925816707153,0.005894968547556707,0.021149835989088962,-0.05172955293703011,1.129930371443255,0.11252364748108774
-1.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-2.0,3.0,2.0
charting,Scotia,iTRADE,Trading,DeskTM,Your,one,-page,online,trading,console,See,all,of,your,trades,on,the,same,page
0.006529243042571409,0.007915057540053488,0.008734659648084401,-0.006116334903582772,-0.007740739385171427,0.0018734160587768715,-0.0021498937460533054,-0.01192844194101599,-0.009125753570518837,-0.015534599483442818,0.0021184978730904424,-0.017635236574752966,-0.004901920687481007,0.016112292072882207,0.0008753224009390098,0.002726352356650674,-0.0030560079130421865,0.0004923581068194613,-0.004028992895541494,-0.018300984303667365
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
",",prepare,up,to,6,orders,in,advance,and,enjoy,rapid,-fire,trading,Rapid,-fire,trading,tools,Discover,quick,and
-0.015286895463001812,-0.006570469266422059,-0.01775253470392604,-0.006809656644032077,-0.002039913116869822,0.008970173057239062,-0.009403208748099951,-0.0019318341790330248,-0.0033189918129253966,-0.006008592497152729,0.003934103197911881,-0.008749833695067172,-0.004246921958595243,-0.0008745725411891431,-0.0042993275103876735,-0.005278999872087198,-0.008381309891240729,-0.01836713467346083,-0.0014689226858966885,-0.0028626818021529254
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
simple,trading,with,Scotia,OnLine,.,Length,2,:40,very,low,Digital,very,high,DigitalOOH,very,high,OOH,very,high
-0.0025710330447601413,-0.002350174296092739,0.011080162916274883,0.010954585333864283,0.02927430627431367,0.03580009897255233,0.0161863127602575,-0.003951497686818396,0.022516477567042344,-0.04050661780712231,-0.038721280115446795,0.0034331093622203095,-0.028819444745171174,0.03516122842941402,-0.027566747542667164,-0.01679437559850125,-0.017410084313528574,0.002060802349885889,-0.002729807860897642,-0.015452431603180276
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0
Print,high,Radio,low,SEM,low,SEM,2,medium,Social,high,TV,Top,online,self,-service,tips,.,New,Clients
-0.0343478313277321,-0.03404217089316309,0.008706660458839405,-0.04723042423213438,0.05908448802235825,-0.019399549899789675,-0.06521083612579147,-0.04793793583823344,0.15759657406182895,-0.004007666770956656,-0.00825824140264363,0.06245908373114674,0.04283661319685625,0.05468246324038094,-0.007312108305963563,-0.0004635743287405942,-0.00032149212679832796,-0.008246661090937786,-0.010709752270251532,0.017263455494103724
-1.0,-1.0,0.0,-2.0,2.0,-1.0,-2.0,-2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Existing,Clients,Make,life,less,taxing,Why,Scotia,iTRADE,?,Some,great,reasons,to,join,Scotia,iTRADE,today,.,a
-0.003647633082552065,0.014538803172300656,0.023255277065723362,-0.005067171246086211,-0.005582388328333556,-0.03706597087196488,0.021254184922540706,0.011626949021995982,0.015629425178093324,0.007041943408423039,-0.0377778266907033,0.02546689109823887,0.09925059981630567,0.005102884226874464,-0.01147074090994741,-0.0003581699759699162,-0.011496173834508759,-0.037084763139167934,-0.002348782385901354,0.06008785959807013
0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
woman,sitting,on,a,table,with,a,laptop,computer,Open,an,Account,How,would,you,like,to,apply,?,Let
0.04973298745836569,0.0029463546867070597,-0.004723404776946623,0.0018275898370107898,0.001415222542105311,0.0006642695175630116,-0.010443924207669892,-0.000637457162372256,-0.02487378672885727,0.00825517023329101,-0.017568213431876315,0.02742693704372964,0.011453912569141753,0.000500879935394472,0.005079199254945715,-0.0280213613507215,0.0002494463794779087,-0.04126658210379919,0.013122396782079784,0.014171048582955077
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0
us,call,you,Visit,Us,Scotia,iTRADE,Investor,Centre,Non,-digital,Account,Opening,for,Selected,Account,Types,Get,self,-started
-0.010773239944086537,-0.05346215525537263,0.03731654681774914,-0.031305082969221715,-0.021822226000780844,-0.0016552190360942954,-0.011469452636941817,-0.0012665490667905371,-0.014275932816639959,-0.005491841335380347,-0.0029012793536203705,0.001458464018308909,-0.006376114851598083,0.011633425774754024,0.008381901256154428,-0.00042297277224135395,0.01173123585758504,-0.009099168247302985,0.0022253937565763935,-0.003274569351836133
0.0,-2.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
with,self,-directed,investing,.,Our,standard,commission,pricing,is,just,$9.99,for,equities,and,options,trades,*,.,Scotia
0.010980888915515442,-0.006617404312156315,-0.0026281927355286585,-0.016303029301840723,0.0059966089730588475,-0.001759471761861467,0.018891239156457254,-0.011414916414142133,0.012032447808909143,0.00012659090993691682,0.013674722701369588,0.008582206402150485,0.0069485586167546895,0.008269523520973907,-0.0014098117005588175,-0.0004916976992751624,0.016047661644253818,0.011071968983725582,0.001578031585527027,0.0025418909910530346
0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
iTRADE,App,for,Mobile,Trade,",",invest,",",follow,the,market,and,manage,your,account,on,the,go,Your,pace
0.0026499384129717225,-0.008161382554188868,-0.0014273253030777453,-0.005217861871295198,0.006517248800427076,-0.005204768995963153,0.0004934922389024767,-0.0033712818355576954,0.0001348184761424359,0.0019481337153349986,0.004643511199018103,-0.004068583254455709,0.008948952812497152,-0.00024499274250417476,0.0034438440906418106,0.009793571628636935,0.0038559980349850364,0.011473504321034448,0.01187545646836518,0.003485995004603403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
.,Your,terms,.,Fully,secure,.,Discover,how,the,Scotia,iTRADE,app,for,mobile,can,help,you,trade,on
-0.0008368253372349802,-0.009146292063992745,0.012334561806625894,0.004003420318906334,0.011395682622932776,0.0013098069983349264,0.00021323473198415523,0.0014788974848373672,-0.002452833578821687,-0.0029943969741592358,0.022826955731055282,-0.004603409492464228,0.015168928229668635,-0.0012697463915787542,0.014596236829896709,-0.003189475977613483,0.01277021235268853,0.004333833066823972,0.0029967981317148683,0.004389565984408348
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
the,go,.,Length,1,:50,Scotia,iTRADE,FlightDesk®,Customized,market,intelligence,for,your,online,trading,needs,.,Seize,market
0.001495425763011515,0.0018394131015865697,-0.01673328123458171,-0.0023195832109456707,-0.06426162418912876,0.00023124319760836794,0.017827947473331128,0.00527001044696232,-0.002925651762879309,-0.002102096987664977,0.005739806612471383,-0.0112006797253591,0.012886611354744792,0.010033345311592484,0.0053310769235854465,-0.007738414684192539,-0.00260444388302048,-0.005299142024168912,-0.004990239996725801,0.011332251727772982
0.0,0.0,-1.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunities,with,real,-time,streaming,data,and,charting,Scotia,iTRADE,Trading,DeskTM,Your,one,-page,online,trading,console,See,all
-0.006342814772864796,0.009095493395081321,-0.0011366497089917594,-0.0031452080936121775,0.022139449884258082,-0.14501518723043563,-0.01163230231817891,-0.002867090868744213,0.011793748468918007,0.0016537897749492629,0.0049314957383903,0.014190176771731178,0.012678509831568107,0.0017557306308137672,-0.0010896284992374765,0.0082972708977267,-0.001287403495294397,-0.011518260763735702,0.005815630101041197,0.006272786785473892
0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
of,your,trades,on,the,same,page,",",prepare,up,to,6,orders,in,advance,and,enjoy,rapid,-fire,trading
0.009443476536387078,0.0032840537924619757,0.005322934240176774,0.013440216571403442,-0.0010248479675791715,-0.008479477056352963,-0.0028424983034192708,-0.0032296688503560484,-0.0008116052263601329,0.0011505403735731304,-0.0017406334220223356,-0.005378251938068332,0.005727411305043688,-0.006758835799560674,0.0014762875301331919,0.0016694703090823753,-0.00280844147338072,0.0017244767694117795,-0.0018479247477071518,0.0001260372385078687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rapid,-fire,trading,tools,Discover,quick,and,simple,trading,with,Scotia,OnLine,.,Length,2,:40
0.004775091926868045,-0.009221315927877336,-0.009171126365206148,0.0004593356603028809,-0.010039580800829694,0.006709901732594328,-0.00204885561614385,0.0028487073775071104,-0.012029861965182631,0.022266350317064386,0.00035127034272377806,0.024575551451477756,0.013831660395874877,0.0105749249039136,-0.0026451445048141812,0.03797463201672251
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0

True Label,Predicted Label,Attribution Label,Attribution Score,Convergence Score
high,high (0.8817980289459229),high,0.8321447188998712,-0.049653310046051224
Word Importance
