#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jul 17, 2022 - Jul 23, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,5969
Windows 10,2672
Mobile iOS 15.5,739
OS X 10.15,695
Android 11,417
Android 12,317


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,5969
Google Chrome 103.0,986
Chrome Mobile 103.0,607
Safari 15.5,597
Microsoft Edge 103.0,527
Google Chrome 58.0,481


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,5969
None,3665
Apple iPhone,896
Apple iPad,155
Vivo Y20 (V2029),80
Vivo Y20s (V2027),55


##############################################
# Countries
##############################################
,Unique Visitors
Countries,5969
Canada,3695
India,757
United States,543
Bangladesh,160
Mexico,121
Pakistan,95
United Kingdom,62
Czech Republic,42
Singapore,35
Germany,34
Nigeria,30
Brazil,28
Japan,28
Australia,25
Bahamas,23
France,14
Nepal,13
South Korea,12
Cayman Islands,12
Egypt,11
Iraq,11
Afghanistan,11
China,10
Jamaica,10
Netherlands,10
Colombia,8
Somalia,8
Trinidad and Tobago,8
Turkey,7
Peru,7
Indonesia,7
Russian Federation,7
Costa Rica,6
Hong Kong SAR of China,6
Libyan Arab Jamahiriya,6
Jordan,6
Finland,5
Norway,4
Israel,4
Philippines,4
Malaysia,4
Ethiopia,4
United Arab Emirates,3
Dominican Republic,3
Kenya,3
Spain,3
Sri Lanka,3
Algeria,3
Lebanon,3
Uganda,2


##############################################
# Regions
##############################################
,Unique Visitors
Regions,5969
Ontario (Canada),1900
Quebec (Canada),726
British Columbia (Canada),432
Alberta (Canada),344
Delhi (India),153
California (United States),147
Dhaka (Bangladesh),131
Nova Scotia (Canada),123
Virginia (United States),82
Manitoba (Canada),81
Maharashtra (India),77
Bihar (India),66
Rajasthan (India),61
Ciudad De Mexico (Mexico),57
Punjab (Pakistan),49
West Bengal (India),48
Gujarat (India),48
Saskatchewan (Canada),45
Tamil Nadu (India),42
Praha (Czech Republic),42
Oregon (United States),42
Telangana (India),40
Punjab (India),39
Madhya Pradesh (India),38
London (United Kingdom),37
Ohio (United States),36
Central (Singapore),35
New York (United States),33
Texas (United States),30
Uttar Pradesh (India),29
Sao Paulo (Brazil),28
Tokyo (Japan),28
Karnataka (India),27
Hessen (Germany),26
Sindh - South (Pakistan),26
New South Wales (Australia),25
Haryana (India),23
New Providence (Bahamas),23
New Brunswick (Canada),22
Lagos (Nigeria),22
Florida (United States),22
Washington (United States),22
Islamabad (Pakistan),21
Chittagong (Bangladesh),19
Illinois (United States),15
Odisha (India),14
New Jersey (United States),14
Mexico (Mexico),13
Jalisco (Mexico),13
Missouri (United States),13


#=================================================================
"# Site Traffic "
# Report suite: Scotiabank Prod
"# Date: Jul 17, 2022 - Jul 23, 2022"
# Segments: SWM
#=================================================================


##############################################
# Traffic By Page Name
##############################################
,Unique Visitors
Page,5856
SB:en:swm:Wealth Management Canada - Scotia Wealth Management,1666
SWM:Contact US,574
SB:en:swm:ScotiaMcLeod® - Scotia Wealth Management,474
SB:en:swm:Home,440
SB:en:swm:Investment Management Services in Canada - Scotia Wealth Management,306
SB:en:swm:Scotiatrust® - Scotia Wealth Management,291
SB:en:swm:ScotiaMcLeod® Online - Scotia Wealth Management,254
SB:en:swm:The Scotiabank Women Initiative™ - Scotia Wealth Management,230
SB:es:swm:Pagina principal,229
SB:en:swm:Private Banking - Scotia Wealth Management,206
SB:en:swm:About us - Scotia Wealth Management,186
SB:fr:swm:Gestion de patrimoine Canada - Gestion de patrimoine Scotia,176
SB:en:swm:Wealth Management Services in Canada - Scotia Wealth Management,127
SB:en:swm:Client Resource Centre - Scotia Wealth Management,94
SB:en:swm:Estate Planning & Trust Services - Scotia Wealth Management,89
SB:en:swm:Private Investment Counsel - Scotia Wealth Management,86
swm:Thank You,69
SB:en:swm:Tailored solutions for individuals and families - Scotia Wealth Management,64
SB:en:swm:Contact us,61
SB:en:swm:Private Banking,59
SB:en:swm:Foundations - Scotia Wealth Management,55
SB:en:swm:Total Wealth Planning - Scotia Wealth Management,55
SB:en:swm:Borrowing to invest - Scotia Wealth Management,44
SB:en:swm:J.P. Bickell Foundation - Scotia Wealth Management,42
SB:en:swm:About us,40


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),5969
https://www.scotiawealthmanagement.com/ca/en.html,1563
https://www.scotiawealthmanagement.com/ca/en/connect-with-us.html,580
