#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Feb 20, 2022 - Feb 26, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
SB:en:swm:Private Investment Counsel - Scotia Wealth Management,80
SB:en:swm:Total Wealth Planning - Scotia Wealth Management,70
SB:en:swm:Estate Planning & Trust Services - Scotia Wealth Management,67
SB:en:swm:Tailored solutions for individuals and families - Scotia Wealth Management,64
swm:Thank You,63


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),5597
https://www.scotiawealthmanagement.com/ca/en.html,1619
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-annual-tax-reporting.html,550
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/scotiamcleod.html,512
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-slips-checklist.html,443
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiamcleod-online-account.html,421
https://www.scotiawealthmanagement.com/ca/en/connect-with-us.html,271
https://www.scotiawealthmanagement.com/ca/en/services/private-banking.html,191
https://www.scotiawealthmanagement.com/ca/fr.html,188
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/scotiamcleod.html?gclid=,183
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-important-tax-dates.html,177
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,163
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,161
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation/application-,135
https://www.scotiawealthmanagement.com/ca/en/services/investment-management.html,125
https://www.scotiawealthmanagement.com/ca/en/about-us.html,121
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust.html,109
https://www.scotiawealthmanagement.com/ca/en/resource-centre.html,102
https://www.scotiawealthmanagement.com/ca/en/services.html,101
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-documents.html,100
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,93
https://www.scotiawealthmanagement.com/intl/en/home.html,83
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation.html,81
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/private-investment-couns,80
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/estate-and-trust-services.html,67
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/individuals-and-families.html,64
https://www.scotiawealthmanagement.com/ca/en/connect-with-us/thank-you.html,63
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/borrowing-to-invest.html,52
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning.html,52
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative.html,46
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/foundations.html,42
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/about-us.html,39
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,36
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,31
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/knowledge-cent,30
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,28
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions.html,26
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,24
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/concierge.html,24
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/scotiamcleod.html?gclsrc,22
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,20
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,16
https://www.scotiawealthmanagement.com/ca/fr/communiquez-avec-nous.html,16
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,16
https://www.scotiawealthmanagement.com/intl/en/home/wealth-structuring-and-trust.html,16
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/philanthropic.html,14
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,14
https://www.scotiafunds.com/content/swm/swm-old/ca/en/home/scotiatrust.html,14
https://www.scotiawealthmanagement.com/ca/fr/centre-de-ressources/scotiamcleod-feuillets-dimpot.html,14
https://www.scotiawealthmanagement.com/ca/en.html?gclid=EAIaIQobChMIr8Ce-uSY9gIVP__jBx0F_g-iEAAYASAA,14
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/business-owners.html,13


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Feb 20, 2022 - Feb 26, 2022"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),102,
complaints,5,2
fees,3,1.5
fondos de inversión,2,11
tax,2,2
tfsa,2,2
designated beneficiary,2,1
nicholas del sorbo,2,0
stan wong,2,0
crawford,2,0
mutual funds,1,5
plaintes,1,3
liquidator,1,3
estate,1,2
funds performance tool,1,2
trustees,1,2
how to sell,1,2
private investment counsel,1,1
tax 2021,1,1
private equity,1,1
podcast,1,1
1832 asset management lp,1,1
mailing address,1,1
t1135,1,1
credit card wealth,1,1
contrato,1,1
fees scotiamcleods,1,1
national foundations,1,1
alysha,1,0
315952,1,0
student account,1,0
halifax scotiamcleod,1,0
change of address,1,0
md financial,1,0
médecine dentaire,1,0
fondo scotia de deuda de mediano plazo,1,0
darren henry,1,0
credit card,1,0
hatch,1,0
canadian depository receipts,1,0
rob edwardsen,1,0
wire transfer,1,0
portfolio management,1,0
global strategy fund,1,0
mpp supervisor,1,0
st. john’s,1,0
riasat zaman,1,0
bolton,1,0
janis kraut,1,0
steve goldberg,1,0
riasat zaman financial advisor,1,0


