#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Sep 26, 2021 - Oct 2, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,3815
Windows 10,1870
OS X 10.15,510
Mobile iOS 14.7.1,245
Android 11,189
Mobile iOS 14.8,116


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,3815
Google Chrome 94.0,801
Google Chrome 93.0,668
Safari 14.1,370
Microsoft Edge 94.0,228
Chrome Mobile 94.0,216


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,3815
None,2733
Apple iPhone,597
Apple iPad,97
Samsung Galaxy S9 (SM-G960W),14
Samsung Galaxy S20 FE 5G (SM-G781W),14


##############################################
# Countries
##############################################
,Unique Visitors
Countries,3815
Canada,2723
United States,375
Mexico,195
Peru,181
India,49
United Kingdom,41
Jamaica,17
Germany,17
Bahamas,16
France,15
Colombia,14
Spain,12
Netherlands,11
China,9
Dominican Republic,8
Nigeria,8
Chile,7
Russian Federation,7
Hong Kong SAR of China,6
Trinidad and Tobago,6
Barbados,5
Finland,5
New Zealand,4
Pakistan,4
Cayman Islands,4
Brazil,4
Costa Rica,3
Singapore,3
Viet Nam,3
Portugal,3
South Korea,3
Isle of Man,3
Australia,3
Italy,2
Nepal,2
Ecuador,2
Venezuela,2
Taiwan region,2
Panama,2
Kenya,2
British Virgin Islands,2
Romania,2
Lebanon,2
Philippines,2
Slovakia (Slovak Republic),2
Lithuania,2
Malaysia,2
Morocco,2
Senegal,1
Tunisia,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,3815
Ontario (Canada),1504
British Columbia (Canada),369
Alberta (Canada),311
Quebec (Canada),267
Metropolitana De Lima (Peru),150
Ciudad De Mexico (Mexico),101
Nova Scotia (Canada),77
Virginia (United States),73
New Brunswick (Canada),56
Oregon (United States),55
Manitoba (Canada),53
Saskatchewan (Canada),53
California (United States),44
Texas (United States),35
New York (United States),33
Newfoundland and Labrador (Canada),30
Florida (United States),21
Mexico (Mexico),20
Jalisco (Mexico),15
New Providence (Bahamas),15
London (United Kingdom),14
Kingston (Jamaica),14
Islington (United Kingdom),12
New Jersey (United States),12
Prince Edward Island (Canada),11
Ile-De-France (France),11
Washington (United States),11
Maharashtra (India),10
Bayern (Germany),9
Distrito Capital (Colombia),9
Chihuahua (Mexico),9
Delhi (India),9
Wyoming (United States),9
District of Columbia (United States),8
Nuevo Leon (Mexico),8
Distrito Nacional (Dominican Republic),7
Massachusetts (United States),7
Georgia (United States),7
Pennsylvania (United States),7
Baja California (Mexico),7
Zuid-Holland (Netherlands),6
Hong Kong (Hong Kong SAR of China),6
Coahuila (Mexico),6
Arequipa (Peru),6
North Carolina (United States),6
Iowa (United States),6
Louisiana (United States),6
La Libertad (Peru),6
Region Metro De Santiago (Chile),6
Lagos (Nigeria),6


