#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jun 21, 2020 - Jun 27, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,325
http://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,299
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,209
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,168
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,146
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,141
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,131
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,120
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,119
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,117
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,117
https://www.scotiawealthmanagement.com/intl/en/home.html,98
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,98
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,82
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,71
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,59
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,55
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,53
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,49
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,37
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,35
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,31
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,28
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,26
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,25
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,25
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,23
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,22
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,22
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,22
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,21
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,19
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_bcc175b3cebabb204d2e4e,18
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,17
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html?cid=ps_c46410836589c6872d3c2f3f39,17
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,17
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,16
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_33eab951c6bf939d3733bb,16
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,15
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_c9b4e8732af8e5945eec6e,15
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_50d23c2c0486f27080a9178d348c06dcc810f2,14
http://www.scotiawealthmanagement.com/ca/fr/accueil.html,14
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,13
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,13
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_8e13e99db5ab1f319fb4e11cd00fbf0bb52d8f,13
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements/scotiamcleod.html,11
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,11
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,11


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Jun 21, 2020 - Jun 27, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),2,
tax id,1,0
prime rate,1,0


