#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: May 3, 2020 - May 9, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,3897
Windows 10,1997
Windows 7,279
OS X 10.15,237
Mobile iOS 13.3.1,166
Android 9,151


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,3897
Google Chrome 81.0,1347
Google Chrome 79.0,417
Chrome Mobile 81.0,321
Microsoft Internet Explorer 11,310
Safari 13.0,200


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,3897
None,3043
Apple iPhone,340
Apple iPad,131
Samsung Galaxy S8 (SM-G950W),14
Samsung Galaxy Note 3 (SM-N900T),13


##############################################
# Countries
##############################################
,Unique Visitors
Countries,3897
Canada,2552
United States,598
Mexico,252
Peru,246
Germany,38
United Kingdom,36
India,12
Chile,10
France,10
Spain,10
Bahamas,9
Netherlands,8
Brazil,8
Austria,7
New Zealand,6
Colombia,4
Barbados,4
Ghana,4
Argentina,4
Nigeria,4
Ukraine,4
Pakistan,4
Russian Federation,4
Cayman Islands,4
United Arab Emirates,3
Dominican Republic,3
Portugal,3
Finland,3
Sweden,3
Australia,3
Trinidad and Tobago,3
Costa Rica,2
Hong Kong SAR of China,2
Turkey,2
Venezuela,2
China,2
Belgium,2
Taiwan region,2
Jamaica,2
Israel,2
Bermuda,2
Poland,2
Turks and Caicos Islands,1
Azerbaijan,1
Switzerland,1
South Africa,1
Grenada,1
Thailand,1
Somalia,1
Tanzania,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,3897
Ontario (Canada),1503
British Columbia (Canada),295
Alberta (Canada),268
Quebec (Canada),238
Metropolitana De Lima (Peru),188
California (United States),136
Ciudad De Mexico (Mexico),105
Nova Scotia (Canada),93
New York (United States),81
New Brunswick (Canada),50
Saskatchewan (Canada),49
Manitoba (Canada),38
Virginia (United States),38
Texas (United States),36
Florida (United States),36
Arizona (United States),31
Bayern (Germany),26
Mexico (Mexico),26
