#=================================================================
# General info
# Report suite: Scotiabank Prod
"# Date: Aug 8, 2021 - Aug 14, 2021"
#=================================================================


##############################################
# iTrade
##############################################
Official Project Launch day:  Friday 6th August 2021
URL: https://www.scotiaitrade.com/en/home.html
Jira ticket : https://jira.agile.bns/browse/AADF-3107


##############################################
# How to use this Dashboard ?
##############################################
1 This dashboard is divided into multiple panels. All the panels are collapsed to increase the performance when dashboard loads.
"2 To Expand each panel, please look for an ""Left"" arrow next to ""X"" button and click on it."

"Please feel free to make changes to the dashboard, you can save your changes as your own copy. This dashboard will not be affected."
	To save your own copy follow these steps
Click on Project on the top
Click on Save as
Give appropriate name and save.
It will be saved in Workspace section under you profile. you can share your save dashboard too. Just click on share button above.


##############################################
# Read Me to understand more about the Metrics used for analytics
##############################################
Page Views:  Number of time page was loaded.
"Visits: A visit is defined as a sequence of consecutive page views without a 30-minute break, or continuous activity for 12 hours."
"Unique visitor: A unique visitor refers to a visitor who visits a site for the first time within a 2 years period. If visitor clears browser cookies or does not allow cookies, unique visitor count will be incremented every time when page is visited."
"Occurrences: The number of times a specific value is captured, plus the number of page views for which the given value persisted. In other words, Occurrences are sum of page views and page events. Occurrences are available in Analysis Workspace and in Ad Hoc Analysis."
"Bounces: If a visit consists of exactly one hit (ex: coming to web page and leaving without any further action) , the hit is considered a bounce."
Entries: the number of times a given dimension item is captured as the first value in a visit. This metric is helpful when you want to understand more about the first impressions visitors have on your site. Seeing the first values of a dimension can help you understand and optimize the experience a new visitor gets
Bounce Rate (Bounces/Entries): the ratio of visits that contained exactly one hit compared to the number of visits on that page. This metric is calculated using the formula Bounces divided by Entries.
Exits: The 'Exits' metric shows the number of times a given dimension item is captured as the last value in a visit.
Exit Rate: The percentage of traffic to a page for whom that was the last page or piece of content. This metric is calculate using formula Exits divided by Visits


#=================================================================
# iTrade Dashboard - EN
# Report suite: Scotiabank Global
"# Date: Aug 8, 2021 - Aug 14, 2021"
"# Segments: iTrade Hits, en"
# URL: https://www.scotiaitrade.com/en/home.html
# Jira ticket : https://jira.agile.bns/browse/AADF-3107
#=================================================================


##############################################
# Pages Visited
##############################################
,Page Views,Visits,Unique Visitors,Time Spent per Visit (seconds)
Page,54126,36670,20588,129.0354575408117
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,27765,23649,11537,69.49371320227522
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,3486,2798,2196,76.68952461085402
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources,2719,2436,1994,71.83673469387755
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,1999,1635,1072,311.7795979151154
SB:en:itrade:iTrade how-to videos,1119,1048,992,137.76296296296297
"SB:en:itrade:The knowledge navigator, learn about investing | Scotia iTRADE®",1043,978,926,196.1834862385321
SB:en:itrade:Competitive pricing | Scotia iTRADE,1008,860,718,257.4527896995708
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE,1004,795,718,96.70906200317965
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,945,825,440,60.493297587131366
SB:en:itrade:Contact us - customer support | Scotia iTRADE®,738,660,559,309.8014184397163


##############################################
# URLs Visited
##############################################
,Page Views,Visits,Unique Visitors
Page URL (c19),53797,37869,20694
https://www.scotiaitrade.com/en/home.html,27262,24318,11489
https://www.scotiaitrade.com/en/home/open-trading-account.html,3452,2821,2190
https://www.scotiaitrade.com/en/home/learning-centre.html,2692,2480,1997
https://www.scotiaitrade.com/en/home/learning-centre/forms-library.html,1995,2078,1239
https://www.scotiaitrade.com/en/home/pricing-fees.html,1357,1212,989
https://www.scotiaitrade.com/en/home/learning-centre/how-to-videos.html,1163,1118,1048
https://www.scotiaitrade.com/en/home/learning-centre/the-knowledge-navigator.html,1032,968,915
https://www.scotiaitrade.com/en/home/why-itrade/powerful-platforms/scotia-itrade-trading-desk.html,922,858,439
https://www.scotiaitrade.com/en/home/where-to-start.html,995,796,718
https://www.scotiaitrade.com/en/home/contact-us.html,730,663,553


##############################################
# Key CTAs Clicked
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),37641,25722,11995
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:page top CTA:Sign in,21655,18576,7739
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,1192,968,877
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Accounts,913,747,672
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console:page top CTA:Sign in,846,728,349
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Sign in,819,717,412
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,755,619,312
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,662,568,536
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:Education,552,415,309
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®:nav-btn:About,467,383,345
Internal Search,495,344,311


##############################################
# Device Breakdown (Other = Desktop*)
##############################################
,Visits
Mobile Device Type,37869
Other,25732
Mobile Phone,10341
Tablet,1789
Media Player,4
Television,2
Set-top Box,1


##############################################
# Entries and Bounce Rate
##############################################
,Entries,Bounce Rate
Page,37309,0.2282827199871345
SB:en:itrade:Start direct investing & online trading today | Scotia iTRADE®,21888,0.1076845760233918
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources,2074,0.5467695274831244
phoenix:Login,1755,0
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®,1299,0.201693610469592
SB:en:itrade:iTrade how-to videos,963,0.9293873312564901
"SB:en:itrade:The knowledge navigator, learn about investing | Scotia iTRADE®",920,0.9217391304347826
SB:en:itrade:Scotia iTRADE® forms library - find all forms here,732,0.22950819672131148
SB:en:itrade:Scotia iTRADE® Trading Desk™ - one page trading console,719,0.05146036161335188
BNS Home page en,534,0
SB:en:itrade:Competitive pricing | Scotia iTRADE,362,0.5276243093922652


##############################################
# Marketing Channel Breakdown
##############################################
,Entries,Visits,Bounce Rate
Marketing Channel,37869,37869,0.237186088885368
Natural Search,13582,14369,0.1761154469150346
Referring Domains,11954,14990,0.16279069767441862
Direct,10129,9991,0.3449501431533221
Social Networks,904,906,0.9336283185840708
Session Refresh,761,738,0.28252299605781866
