#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jul 18, 2021 - Jul 24, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,4286
Windows 10,2270
Mobile iOS 14.6,540
OS X 10.15,470
Android 11,156
Android 10,142


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,4286
Google Chrome 91.0,1341
Safari 14.1,412
Chrome Mobile 91.0,335
Microsoft Edge 91.0,289
Google Chrome 79.0,219


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,4286
None,3101
Apple iPhone,620
Apple iPad,117
Samsung Galaxy S9 (SM-G960W),20
Samsung Galaxy S10 (SM-G973W),16


##############################################
# Countries
##############################################
,Unique Visitors
Countries,4286
Canada,2987
United States,451
Peru,210
Mexico,180
Russian Federation,93
India,53
Germany,23
United Kingdom,22
Finland,19
Netherlands,19
France,16
Bahamas,12
Austria,12
Italy,11
Greece,10
Trinidad and Tobago,10
Hong Kong SAR of China,9
Nigeria,9
Australia,9
South Africa,8
Jamaica,8
Spain,8
Pakistan,8
Philippines,8
Colombia,7
Singapore,6
Chile,6
Brazil,5
Costa Rica,4
Barbados,4
Taiwan region,4
Portugal,4
Uruguay,4
Malaysia,4
Dominican Republic,3
Ukraine,3
Israel,3
Cayman Islands,3
United Arab Emirates,2
Cyprus,2
Argentina,2
Panama,2
Thailand,2
Mauritius,2
Bangladesh,2
Haiti,1
Curacao,1
Uzbekistan,1
Saudi Arabia,1
Serbia,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,4286
Ontario (Canada),1704
British Columbia (Canada),378
Quebec (Canada),332
Alberta (Canada),312
Metropolitana De Lima (Peru),176
Nova Scotia (Canada),95
Ciudad De Mexico (Mexico),80
Texas (United States),68
California (United States),57
New York (United States),55
Manitoba (Canada),54
Moskva (Russian Federation),43
Saskatchewan (Canada),42
