#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: May 15, 2022 - May 21, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,4388
Windows 10,2099
OS X 10.15,695
Mobile iOS 15.4.1,565
Mobile iOS 15.4,235
Android 12,107


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,4388
Google Chrome 101.0,1025
Safari 15.4,926
Microsoft Edge 101.0,576
Chrome Mobile 101.0,296
Mozilla Firefox 100.0,209


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,4388
None,3063
Apple iPhone,912
Apple iPad,146
Vivo S1 (1907),12
Samsung Galaxy S20 FE 5G (SM-G781W),9


##############################################
# Countries
##############################################
,Unique Visitors
Countries,4388
Canada,3403
United States,388
Mexico,159
India,53
United Kingdom,29
Hong Kong SAR of China,22
Peru,22
Chile,22
Spain,21
Germany,21
Czech Republic,20
Bahamas,18
Pakistan,16
Colombia,15
France,14
Austria,12
Russian Federation,10
Barbados,9
Jamaica,7
Australia,7
Philippines,7
China,6
Finland,6
Japan,6
Singapore,5
United Arab Emirates,5
Turkey,5
South Africa,5
Netherlands,5
Brazil,5
Dominican Republic,4
Nigeria,4
Bangladesh,4
Costa Rica,3
South Korea,3
Sweden,3
Panama,3
Israel,3
Cayman Islands,3
Belgium,2
Seychelles,2
Argentina,2
Portugal,2
Thailand,2
Ireland,2
Lebanon,2
Slovakia (Slovak Republic),2
Greece,1
Saudi Arabia,1
Moldova,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,4388
Ontario (Canada),1896
British Columbia (Canada),458
Alberta (Canada),351
Quebec (Canada),325
Nova Scotia (Canada),136
Manitoba (Canada),86
Ciudad De Mexico (Mexico),86
California (United States),77
Saskatchewan (Canada),76
Florida (United States),46
Virginia (United States),42
New Brunswick (Canada),41
New York (United States),37
Texas (United States),34
Newfoundland and Labrador (Canada),26
Hong Kong (Hong Kong SAR of China),22
Praha (Czech Republic),20
Metropolitana De Lima (Peru),20
Washington (United States),20
New Providence (Bahamas),18
Wyoming (United States),17
Oregon (United States),16
Iowa (United States),14
Madrid (Spain),14
Ile-De-France (France),14
Nuevo Leon (Mexico),14
Bayern (Germany),13
Valparaiso (Chile),12
Punjab (Pakistan),12
Mexico (Mexico),11
Distrito Capital (Colombia),11
Region Metro De Santiago (Chile),10
New Jersey (United States),10
Saint Michael (Barbados),9
Karnataka (India),8
Missouri (United States),8
