#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Dec 20, 2020 - Dec 26, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,3235
Windows 10,1427
OS X 10.15,389
Mobile iOS 14.2,361
Android 10,161
Windows 7,139


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,3235
Google Chrome 87.0,884
Safari 14.0,345
Google Chrome 79.0,234
Chrome Mobile 87.0,232
Microsoft Edge 87.0,166


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,3235
None,2346
Apple iPhone,499
Apple iPad,85
Samsung Galaxy S9 (SM-G960W),14
Samsung Galaxy S10 (SM-G973W),12


##############################################
# Countries
##############################################
,Unique Visitors
Countries,3235
Canada,2083
United States,304
Belgium,255
Mexico,206
Peru,161
Germany,27
United Kingdom,21
India,15
Colombia,14
Hong Kong SAR of China,12
Spain,9
Philippines,9
Finland,8
Jamaica,8
Netherlands,8
Bahamas,7
France,7
China,6
United Arab Emirates,5
Israel,5
Russian Federation,5
Argentina,4
Austria,4
New Zealand,3
Dominican Republic,3
Panama,3
Latvia,3
Uruguay,3
Costa Rica,2
Greece,2
Curacao,2
Barbados,2
Sweden,2
Ireland,2
Nigeria,2
Cayman Islands,2
Brazil,2
Trinidad and Tobago,2
Italy,1
Turkey,1
Angola,1
Ghana,1
Venezuela,1
Bahrain,1
Taiwan region,1
Switzerland,1
Isle of Man,1
South Africa,1
Guatemala,1
Mauritius,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,3235
Ontario (Canada),1086
British Columbia (Canada),314
Quebec (Canada),255
Bruxelles-Capitale (Belgium),255
Alberta (Canada),217
Metropolitana De Lima (Peru),130
Nova Scotia (Canada),85
Ciudad De Mexico (Mexico),78
Saskatchewan (Canada),46
Texas (United States),40
New Brunswick (Canada),39
California (United States),34
Florida (United States),28
Mexico (Mexico),27
Virginia (United States),24
Manitoba (Canada),23
Oregon (United States),23
