#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Aug 2, 2020 - Aug 8, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,10


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Aug 2, 2020 - Aug 8, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),0,


