#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Aug 16, 2020 - Aug 22, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
SB:es:swm:Contrato de Inversion Scotiabank,62
SB:en:swm:J. P. Bickell Foundation General Charities Grant A,58
SB:es:swm:Contáctanos,32
SB:es:swm:Soluciones Financieras,28
swm:Thank You,25
SB:en:swm:Annual tax reporting,21
SB:es:swm:Nuestra identidad,20
SB:en:swm:Complaint handling procedures,16
SB:en:swm:Tax slips checklist,14


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),4072
https://www.scotiawealthmanagement.com/ca/en/home.html,1300
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,399
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,390
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,257
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,239
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,182
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,163
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,158
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,145
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,142
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,138
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,131
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,128
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,121
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,100
https://www.scotiawealthmanagement.com/intl/en/home.html,95
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,76
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,67
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,65
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,61
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,58
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,45
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,40
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_33eab951c6bf939d3733bb,32
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,31
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,29
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,28
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,28
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,28
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,25
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,25
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,25
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,20
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html?cid=ps_c46410836589c6872d3c2f3f39,19
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,17
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,17
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,16
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_ec266f98b9dae88d8ee63b,15
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_cec2f6f35004618f,15
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,14
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,14
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,14
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,13
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_edc3bca75bd62581,13
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_c9b4e8732af8e5945eec6e,13
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,12
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,12
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,11
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,11
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,11


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Aug 16, 2020 - Aug 22, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),0,


