#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Apr 12, 2020 - Apr 18, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Home:Contact us,223
SWM:Contact US,212
Home:Private Banking,209
Home:Tax slips checklist,186
Home:Scotiatrust,156
Home:Resource Centre,146
Accueil:Accueil,141
Home:About us,120
Home:Private Investment Counsel,90
Home:Total Wealth Planning,85
Home:Foundations,78
Home:J.P. Bickell Foundation,78
Pagina principal:Contáctanos,75
Home:J. P. Bickell Foundation General Charities Grant Application Process,56
Home:Important tax dates,38
Pagina principal:Contrato de Inversion Scotiabank,36
Home:Frequently asked questions,35
swm:Thank You,27
Pagina principal:Soluciones Financieras,24


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),4363
https://www.scotiawealthmanagement.com/ca/en/home.html,1420
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,371
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,355
http://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,307
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,238
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,227
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,211
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,206
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,185
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,142
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,132
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,116
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,115
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,114
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,114
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,91
(Low Traffic),85
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,80
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,79
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,78
https://www.scotiawealthmanagement.com/intl/en/home.html,67
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,56
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,56
http://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,52
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,48
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,42
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/important-tax-dates.html,38
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,36
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,35
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,35
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,34
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,33
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,30
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,30
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,27
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,27
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,25
http://www.scotiawealthmanagement.com/ca/fr/accueil.html,25
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,24
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,23
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_edc3bca75bd62581,22
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_285a63386ca139158b2d3f17f4771d7591648b,21
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,19
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_33eab951c6bf939d3733bb,19
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_d29913b7188d7d8d,17
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html?cid=ps_c46410836589c6872d3c2f3f39,17
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,16
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,16
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_c9b4e8732af8e5945eec6e,15


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Apr 12, 2020 - Apr 18, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),2,
wealth,2,0


