#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jun 13, 2021 - Jun 19, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,4595
Windows 10,2528
OS X 10.15,497
Mobile iOS 14.6,433
Android 11,130
Android 10,118


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,4595
Google Chrome 91.0,1529
Safari 14.1,361
Microsoft Edge 91.0,321
Google Chrome 79.0,317
Chrome Mobile 91.0,310


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,4595
None,3505
Apple iPhone,622
Apple iPad,94
Samsung Galaxy S10 (SM-G973W),17
Samsung Galaxy S9 (SM-G960W),11


##############################################
# Countries
##############################################
,Unique Visitors
Countries,4595
Canada,3183
United States,491
Peru,245
Mexico,189
Russian Federation,82
India,52
Bahamas,39
Netherlands,32
United Kingdom,31
France,23
Germany,22
Finland,19
Austria,13
South Korea,12
China,11
Nigeria,10
Jamaica,9
Colombia,8
Philippines,8
Brazil,8
Trinidad and Tobago,8
Panama,7
Dominican Republic,6
Chile,6
Cayman Islands,6
Barbados,4
Argentina,4
Uruguay,4
United Arab Emirates,3
Italy,3
Portugal,3
Switzerland,3
Israel,3
Australia,3
Malaysia,3
Singapore,2
Turkey,2
Ghana,2
Belgium,2
Croatia,2
South Africa,2
Kenya,2
Thailand,2
Ireland,2
Spain,2
Sri Lanka,2
Pakistan,2
Lebanon,2
Japan,2
New Zealand,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,4595
Ontario (Canada),1742
British Columbia (Canada),425
Quebec (Canada),385
Alberta (Canada),356
Metropolitana De Lima (Peru),197
Nova Scotia (Canada),87
Ciudad De Mexico (Mexico),81
Moskva (Russian Federation),78
Texas (United States),67
California (United States),63
Manitoba (Canada),57
New Brunswick (Canada),57
Saskatchewan (Canada),53
Oregon (United States),45
Iowa (United States),39
New Providence (Bahamas),36
Wyoming (United States),36
Virginia (United States),34
New York (United States),32
Washington (United States),32
Noord-Holland (Netherlands),32
Florida (United States),31
