#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: May 31, 2020 - Jun 6, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
SB:en:swm:ScotiaMcLeod online,263
SB:en:swm:Private Banking,247
SB:en:swm:Contact us,221
SB:fr:swm:Accueil,171
SWM:Contact US,169
SB:en:swm:Scotiatrust,163
SB:en:swm:About us,156
SB:en:swm:Resource Centre,138
SB:en:swm:Private Investment Counsel,138
SB:en:swm:Annual tax reporting,93
SB:en:swm:Total Wealth Planning,90
SB:en:swm:Tax slips checklist,88
SB:es:swm:Contrato de Inversion Scotiabank,73
SB:en:swm:Foundations,48
SB:en:swm:J.P. Bickell Foundation,39
SB:es:swm:Contáctanos,29
SB:en:swm:Important tax dates,24
SB:es:swm:Contacte su oficina local,24
SB:es:swm:Soluciones Financieras,20
SB:en:swm:Frequently asked questions,19
SB:es:swm:Nuestra identidad,19


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),4530
https://www.scotiawealthmanagement.com/ca/en/home.html,1621
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,381
http://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,379
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,353
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,259
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,204
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,157
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,154
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,143
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,143
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,134
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,133
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,121
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,120
https://www.scotiawealthmanagement.com/intl/en/home.html,87
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,87
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,87
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,85
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,76
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,46
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,46
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,45
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,38
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,38
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,33
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,28
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,27
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,26
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,25
(Low Traffic),23
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/important-tax-dates.html,23
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,21
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,20
http://www.scotiawealthmanagement.com/ca/fr/accueil.html,20
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,19
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_bcc175b3cebabb204d2e4e,19
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,19
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,19
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,18
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,18
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,17
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,17
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_edc3bca75bd62581,17
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,16
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_50d23c2c0486f27080a9178d348c06dcc810f2,16
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,16
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html?cid=ps_c46410836589c6872d3c2f3f39,15
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,14
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,14
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,12


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: May 31, 2020 - Jun 6, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),0,


