#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jun 12, 2022 - Jun 18, 2022"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,5175
Windows 10,2497
Mobile iOS 15.5,698
OS X 10.15,584
Android 11,254
Android 12,192


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,5175
Google Chrome 102.0,1054
Microsoft Edge 102.0,539
Safari 15.5,532
Microsoft Edge 18,470
Chrome Mobile 102.0,442


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,5175
None,3418
Apple iPhone,910
Apple iPad,133
Vivo V2025,37
Vivo V15 pro (1818),32


##############################################
# Countries
##############################################
,Unique Visitors
Countries,5175
Canada,3324
United States,566
India,432
Mexico,129
Germany,81
Brazil,75
Australia,64
United Kingdom,53
Singapore,52
Japan,51
Pakistan,33
Czech Republic,31
Bangladesh,23
France,21
Somalia,18
Peru,15
China,11
Jamaica,11
Netherlands,11
Afghanistan,11
Dominican Republic,9
Bahamas,8
Colombia,7
Venezuela,6
Finland,6
Spain,6
Nigeria,6
Hong Kong SAR of China,5
Barbados,5
Algeria,5
Russian Federation,5
Ireland,4
Philippines,4
Lithuania,4
Sierra Leone,4
Trinidad and Tobago,4
Curacao,3
Nepal,3
South Korea,3
Austria,3
Ukraine,3
Cayman Islands,3
Costa Rica,2
United Arab Emirates,2
Gambia,2
Ghana,2
Ecuador,2
Indonesia,2
Macau SAR of China,2
Cote D Ivoire,2


##############################################
# Regions
##############################################
,Unique Visitors
Regions,5175
Ontario (Canada),1874
British Columbia (Canada),431
Alberta (Canada),397
Quebec (Canada),312
California (United States),127
Nova Scotia (Canada),124
Manitoba (Canada),79
Sao Paulo (Brazil),75
Virginia (United States),75
Ciudad De Mexico (Mexico),73
Maharashtra (India),72
Oregon (United States),64
New South Wales (Australia),64
Hessen (Germany),58
Delhi (India),58
Central (Singapore),52
Tokyo (Japan),51
Gujarat (India),45
Texas (United States),45
West Bengal (India),43
New Brunswick (Canada),42
Saskatchewan (Canada),41
New York (United States),41
London (United Kingdom),38
Uttar Pradesh (India),37
Florida (United States),35
Rajasthan (India),32
Praha (Czech Republic),31
Tamil Nadu (India),27
Telangana (India),24
New Jersey (United States),22
Washington (United States),22
Bayern (Germany),21
Ile-De-France (France),21
Bihar (India),20
Ohio (United States),18
Wyoming (United States),18
Prince Edward Island (Canada),17
Karnataka (India),16
Dhaka (Bangladesh),16
Punjab (Pakistan),16
Newfoundland and Labrador (Canada),14
Metropolitana De Lima (Peru),13
Illinois (United States),12
Jalisco (Mexico),11
Kabul (Afghanistan),11
Missouri (United States),11
Madhya Pradesh (India),11
Georgia (United States),11
