#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Apr 26, 2020 - May 2, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),5045
https://www.scotiawealthmanagement.com/ca/en/home.html,1661
http://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,503
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,432
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,378
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,248
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,218
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,205
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,193
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,175
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,172
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,167
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,165
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,156
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,149
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,139
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,132
(Low Traffic),126
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,109
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,106
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,94
https://www.scotiawealthmanagement.com/intl/en/home.html,87
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,78
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,56
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,49
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,44
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,44
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,44
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,43
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,41
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,39
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,35
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,33
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,33
http://www.scotiawealthmanagement.com/ca/fr/accueil.html,28
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,27
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/important-tax-dates.html,27
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,26
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_d29913b7188d7d8d,26
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,26
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,23
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,22
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,20
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_edc3bca75bd62581,20
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,20
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,19
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,19
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,18
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_ec266f98b9dae88d8ee63b,17
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_bcc175b3cebabb204d2e4e,16


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Apr 26, 2020 - May 2, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),1,
tina bali,1,0


