#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Mar 28, 2021 - Apr 3, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,88
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,88
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,86
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,83
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative.html,82
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,74
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?gclid=CjwK,73
https://www.scotiawealthmanagement.com/intl/en/home.html,70
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?gclid=Cj0K,69
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,52
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,47
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,45
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,31
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,30
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,27
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative/about-us.html,26
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,25
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,22
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod/impot.html,19
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,18
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,18
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,17
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements/scotiamcleod.html,17
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?gclsrc=aw.,16
https://www.scotiawealthmanagement.com/ca/fr/accueil/communiquez-avec-nous/comment-pouvons-nous-vous,16
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative/knowledge-centre/e,16
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,14
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/gestin-de-inversiones.html,13
https://www.scotiawealthmanagement.com/ca/fr/accueil/services-bancaires-prives.html,13
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod/impot/liste-c,13
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative/career-and-busines,12
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,12
https://www.scotiawealthmanagement.com/ca/fr/accueil/communiquez-avec-nous.html,12


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Mar 28, 2021 - Apr 3, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),79,
fees,4,2.3333333333333335
universal life insurance,2,3
conflict of interest,2,1
1832 asset management,2,1
scotiatrade,2,0
silver,2,0
"realized gain/loss january01, 2019 to december 31, 2019",2,0
michael fardoe,2,0
mutual fund,1,9
scotia private us dividend pool,1,3
transfer accounts,1,3
1832 asset management l.p.,1,2
j.p. bickell foundation,1,2
enriched thinking,1,2
scotia online,1,2
precious metals,1,2
gold,1,2
calculator,1,2
estates,1,2
scotia en direct,1,1
bank of america,1,1
investment risk tolerance,1,1
inscription scotia en direct,1,1
credit check,1,1
calculator investment returns,1,1
administration fees,1,1
ssp2603,1,0
van simpson,1,0
quality assurance,1,0
kathleen gracey,1,0
annuities,1,0
executor,1,0
malcolm,1,0
dividend reinvestment,1,0
malcolm burrows,1,0
stock investments,1,0
tax documents,1,0
investor presentation,1,0
dennis flood,1,0
quality procedure,1,0
lunan,1,0
jean-michel gautier,1,0
burrows,1,0
funds,1,0
personal loan,1,0
codigo swift,1,0
drover,1,0
scotia wealth management investor presentation,1,0
4168637753,1,0
investment risk tolernce,1,0


