#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Jun 14, 2020 - Jun 20, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,4197
Windows 10,1991
OS X 10.15,308
Windows 7,278
Mobile iOS 13.5.1,248
OS X 10.14,174


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,4197
Google Chrome 83.0,1290
Google Chrome 79.0,389
Safari 13.1,337
Microsoft Internet Explorer 11,337
Chrome Mobile 83.0,309


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,4197
None,3138
Apple iPhone,533
Apple iPad,131
Samsung Galaxy S9 (SM-G960W),15
Samsung Galaxy S8 (SM-G950W),10


##############################################
# Countries
##############################################
,Unique Visitors
Countries,4197
Canada,2496
United States,684
Peru,347
Mexico,328
Germany,32
United Kingdom,30
Bahamas,22
India,21
Colombia,11
Nigeria,11
Chile,10
Austria,10
Egypt,9
France,9
Jamaica,9
Netherlands,9
Hong Kong SAR of China,8
Spain,8
Russian Federation,8
Finland,7
Panama,6
Philippines,6
Dominican Republic,5
Argentina,5
Bangladesh,5
Cayman Islands,5
Brazil,5
New Zealand,4
Singapore,4
Italy,4
China,4
Portugal,4
Australia,4
Costa Rica,3
Saudi Arabia,3
Ghana,3
Indonesia,3
Switzerland,3
South Africa,3
Mongolia,2
Guyana,2
Barbados,2
Viet Nam,2
Cyprus,2
Belgium,2
Taiwan region,2
South Korea,2
Kenya,2
Israel,2
Pakistan,2


##############################################
# Regions
##############################################
,Unique Visitors
Regions,4197
Ontario (Canada),1380
British Columbia (Canada),365
Metropolitana De Lima (Peru),270
Alberta (Canada),269
Quebec (Canada),243
Ciudad De Mexico (Mexico),153
New York (United States),109
California (United States),95
Nova Scotia (Canada),76
Virginia (United States),72
Saskatchewan (Canada),57
Georgia (United States),48
Manitoba (Canada),46
Florida (United States),40
Texas (United States),39
New Brunswick (Canada),38
Mexico (Mexico),33
New Jersey (United States),29
Washington (United States),29
Arizona (United States),25
Illinois (United States),25
Pennsylvania (United States),24
Wyoming (United States),24
Jalisco (Mexico),23
Newfoundland and Labrador (Canada),21
La Libertad (Peru),21
Delaware (United States),21
Nuevo Leon (Mexico),20
Morelos (Mexico),17
Arequipa (Peru),16
Bayern (Germany),15
New Providence (Bahamas),15
Lambayeque (Peru),14
North Carolina (United States),13
Massachusetts (United States),12
Hessen (Germany),12
Oregon (United States),12
Colorado (United States),10
Iowa (United States),9
Wien (Austria),9
Guanajuato (Mexico),9
Region Metro De Santiago (Chile),9
Lagos (Nigeria),9
Al Qahirah (Egypt),9
Noord-Holland (Netherlands),9
London (United Kingdom),8
Hong Kong (Hong Kong SAR of China),8
Tower Hamlets (United Kingdom),8
Missouri (United States),8
Kingston (Jamaica),8


#=================================================================
"# Site Traffic "
# Report suite: Scotiabank Prod
"# Date: Jun 14, 2020 - Jun 20, 2020"
# Segments: SWM
#=================================================================


##############################################
# Traffic By Page Name
##############################################
,Unique Visitors
Page,4189
SB:en:swm:Home,1825
SB:es:swm:Pagina principal,709
SB:en:swm:ScotiaMcLeod,474
SB:en:swm:Investment Management,321
SB:en:swm:Private Banking,272
SB:en:swm:Contact us,207
SB:en:swm:ScotiaMcLeod online,198
SB:en:swm:About us,168
SB:en:swm:Scotiatrust,156
SB:fr:swm:Accueil,147
SB:en:swm:Resource Centre,137
SWM:Contact US,134
SB:en:swm:Private Investment Counsel,129
SB:en:swm:Total Wealth Planning,101
SB:es:swm:Contrato de Inversion Scotiabank,76
SB:en:swm:Foundations,50
SB:en:swm:J.P. Bickell Foundation,49
SB:en:swm:Tax slips checklist,40
SB:en:swm:Annual tax reporting,39
SB:es:swm:Contáctanos,34
SB:en:swm:J. P. Bickell Foundation General Charities Grant A,24
SB:es:swm:Soluciones Financieras,20
SB:en:swm:Complaint handling procedures,19
SB:es:swm:Contacte su oficina local,19
SB:es:swm:Banca Privada,18


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),4197
https://www.scotiawealthmanagement.com/ca/en/home.html,1514
http://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,364
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,335
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,328
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,194
