#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Aug 30, 2020 - Sep 5, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,416
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,356
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,296
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,270
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,198
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,190
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,165
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,160
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,154
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,150
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,145
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,144
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,143
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,98
https://www.scotiawealthmanagement.com/intl/en/home.html,94
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,91
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,69
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,65
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,56
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,48
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,47
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,41
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,41
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,32
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,29
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,28
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_33eab951c6bf939d3733bb,28
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,25
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,24
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,23
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,23
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,22
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,22
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_285a63386ca139158b2d3f17f4771d7591648b,21
https://www.scotiawealthmanagement.com/ca/fr/accueil/gestion-de-placements/scotiamcleod.html,21
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,21
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,19
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_bcc175b3cebabb204d2e4e,17
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,17
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,17
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/complaint-handling-procedures.html,15
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html?cid=ps_c46410836589c6872d3c2f3f39,15
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,15
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_50d23c2c0486f27080a9178d348c06dcc810f2,14
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/nuestra-identidad.html,14
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,14
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/contacte-su-oficina-local.html,13
https://www.scotiawealthmanagement.com/ca/fr/accueil/centre-de-ressources-scotiamcleod/scotiamcleod-,13
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,13


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Aug 30, 2020 - Sep 5, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),0,


