#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Apr 5, 2020 - Apr 11, 2020"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
http://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,118
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,118
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,98
https://www.scotiawealthmanagement.com/intl/en/home.html,94
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,76
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/foundations.html,75
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_d8c,72
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,70
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_dbf,68
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_6b1,64
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?cid=ps_319,58
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_9e7e1803a44b632f,58
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/important-tax-dates.html,50
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,46
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_da7449c88d58ef4c,41
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation/application-proc,41
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_a40c85517dee7e4040674a3388a40ac5c5de12,36
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_3d3b26954f3251cd7c985aea66e4dbad4ea207,35
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_486f04868554f4dd0eac5d385a372dc87e9c1b,34
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_d29913b7188d7d8d,33
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_fb55f42fab4beb3c0f932c61c85bb7ec8c0bba,31
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_2aee31e27c1b3be8,31
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,31
https://www.scotiawealthmanagement.com/ca/en/home.html?cid=ps_285a63386ca139158b2d3f17f4771d7591648b,29
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,29
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/forms-and-documents.html,29
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,27
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,27
(Low Traffic),26
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html?cid=ps_edc3bca75bd62581,23
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_33eab951c6bf939d3733bb,22
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html?cid=ps_c9b4e8732af8e5945eec6e,20
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,19
http://www.scotiawealthmanagement.com/ca/fr/accueil.html,19
http://www.scotiawealthmanagement.com/intl/es/pagina-principal/gestin-de-inversiones.html,18


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Apr 5, 2020 - Apr 11, 2020"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),0,


