#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Nov 21, 2021 - Nov 27, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
SB:es:swm:Contáctanos,33
SB:en:swm:Thank you,33
SB:en:swm:Estate Planning & Trust Services - Scotia Wealth Management,30
SB:en:swm:J.P. Bickell Foundation grants - Scotia Wealth Management,30
SB:en:swm:Private Banking,29


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),3906
https://www.scotiawealthmanagement.com/ca/en.html,1568
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/scotiamcleod.html,643
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiamcleod-online-account.html,304
https://www.scotiawealthmanagement.com/ca/en/connect-with-us.html,233
https://www.scotiawealthmanagement.com/ca/en/services/private-banking.html,210
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust.html,201
https://www.scotiawealthmanagement.com/ca/en/services/investment-management.html,194
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,174
https://www.scotiawealthmanagement.com/ca/en/about-us.html,161
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,136
https://www.scotiawealthmanagement.com/ca/fr.html,130
https://www.scotiawealthmanagement.com/ca/en/services.html,105
https://www.scotiawealthmanagement.com/intl/en/home.html,83
https://www.scotiawealthmanagement.com/ca/en/resource-centre.html,82
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-important-tax-dates.html,72
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation.html,68
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/individuals-and-families.html,57
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/foundations.html,46
https://www.scotiawealthmanagement.com/ca/en/services/total-wealth-planning.html,43
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative.html,43
https://www.scotiawealthmanagement.com/ca/en/services/investment-management/private-investment-couns,42
https://www.scotiawealthmanagement.com/ca/en/connect-with-us/thank-you.html,33
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/contactanos.html,31
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/jp-bickell-foundation/application-,30
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/estate-and-trust-services.html,30
https://www.scotiawealthmanagement.com/intl/en/home/private-banking.html,28
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,27
https://www.scotiawealthmanagement.com/intl/en/home/contact-us.html,26
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-annual-tax-reporting.html,26
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions.html,25
https://www.scotiawealthmanagement.com/intl/en/home/investment-management.html,24
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-slips-checklist.html,24
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/borrowing-to-invest.html,22
https://www.scotiawealthmanagement.com/ca/fr/services/gestion-de-placements/scotiamcleod.html,20
https://www.scotiawealthmanagement.com/ca/en/services/private-banking/concierge.html,18
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/banca-privada.html,16
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust/philanthropic.html,15
https://www.scotiawealthmanagement.com/intl/en/home/wealth-structuring-and-trust.html,15
https://www.scotiawealthmanagement.com/ca/en/home.html,14
https://www.scotiawealthmanagement.com/intl/en/home/about-us.html,14
https://www.scotiawealthmanagement.com/ca/fr/communiquez-avec-nous.html,13
https://www.scotiawealthmanagement.com/intl/es/pagina-principal/gestin-de-inversiones.html,12
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-account-documentation.html,12
https://www.scotiawealthmanagement.com/ca/en/services/the-scotiabank-women-initiative/career-and-bus,11
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiawealth-tax-documents.html,11
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-financieras.html,10
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/women.html,10
https://www.scotiawealthmanagement.com/ca/en/services/scotiatrust.html#estate-trust,9
https://www.scotiawealthmanagement.com/ca/en/tailored-solutions/professionals-and-executives.html,9
https://www.scotiawealthmanagement.com/ca/en/resource-centre/scotiamcleod-legal.html,9


#=================================================================
# SWM Site Search
# Report suite: Scotiabank Prod
"# Date: Nov 21, 2021 - Nov 27, 2021"
# Segments: SWM
#=================================================================


##############################################
# Site Search
##############################################
,Internal Searches (e1),Avg Rank of Result Clicked (beta version)
Internal Search (c1),83,
deborah mills,6,0
relationship disclosure document,3,1
resp,2,0
relationship disclsoure document,2,0
edmonton,2,0
jamie fairweather,2,0
scotia capital inc.,1,14
retirement,1,10
transfers,1,9
scotia wealth insurance services,1,9
privacy,1,7
find an advisor,1,7
complaint,1,3
estates,1,3
commissions,1,2
connected issuer,1,2
fax,1,2
kamm foundation,1,2
the bank of nova scotia gtb non bns edi,1,1
notas,1,1
all team,1,1
related and connected issuers,1,1
careers,1,1
fees,1,1
pursuits,1,1
bickell,1,1
resp scotia mcleod,1,1
rehman koroluk,1,0
administrative services,1,0
precious gold,1,0
brokerage fees,1,0
toronto grace,1,0
pipeline stocks,1,0
debbie mills,1,0
opportunities,1,0
benoit roy,1,0
amanda anderson,1,0
tangerine,1,0
juan carrancedo,1,0
marge de credit,1,0
edmonton team,1,0
2 step verification,1,0
privacy agreement,1,0
scotia mcload,1,0
education,1,0
gestion privée,1,0
glennette reckley,1,0
andrew wright,1,0
lawshawn,1,0
prince george hillary,1,0


