SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:About,4,4,4
SB:en:itrade:Types of registered accounts for investments | Scotia iTRADE®:nav-btn:Education,2,2,2


##############################################
# Non Personal Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),31,17,17
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Accounts,12,11,11
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Investments,10,4,4
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Education,4,4,4
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1
SB:en:itrade:Open a non personal account today | Scotia iTRADE®:page top CTA:Sign in,1,1,1


##############################################
# Non  Registered Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),262,197,181
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:start application,129,109,101
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Accounts,42,37,37
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Investments,25,20,20
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Sign in,17,17,13
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:page top CTA:Open an account,17,16,16
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Pricing,15,15,15
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:Education,8,8,8
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:nav-btn:About,8,8,8
SB:en:itrade:Open a non registered account today | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1


##############################################
# Registered Education Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),40,29,29
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Open an account,25,23,23
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Accounts,5,4,4
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:nav-btn:Investments,5,3,3
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page top CTA:Sign in,3,3,3
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page middle CTA:Read more about,1,1,1
SB:en:itrade:Open an RESP investment account today | Scotia iTRADE®:page middle CTA:Learn about RES,1,1,1


##############################################
# Registered Retirement Income Funds -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),24,20,19
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page top CTA:Open an account,6,6,6
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page top CTA:Sign in,4,4,4
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:page middle CTA:Learn more abou,4,4,4
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Pricing,3,3,3
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Education,3,3,3
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Investments,2,2,2
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:footer:footer-link-open-an-acco,1,1,1
SB:en:itrade:Open an RRIF investment account today | Scotia iTRADE®:nav-btn:Accounts,1,1,1


##############################################
# Registered Retirement Savings Plan -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),58,40,40
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Open an account,16,15,15
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Accounts,14,10,10
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Investments,9,9,9
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:Education,4,3,3
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page top CTA:Sign in,3,3,3
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:nav-btn:About,3,3,3
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:page middle CTA:Read more about,1,1,1
SB:en:itrade:Open an RRSP investment account today | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1


##############################################
# Tax Free Savings Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),268,224,174
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Sign in,129,111,64
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page top CTA:Open an account,86,78,77
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Accounts,16,16,16
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page middle CTA:Learn more about,10,10,10
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Investments,10,9,8
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Pricing,7,7,7
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:About,5,3,3
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:page bottom CTA:Call us at 18888,3,3,3
SB:en:itrade:Open a TFSA Investment account today | Scotia iTRADE®:nav-btn:Education,2,2,2


##############################################
# US Dollar Accounts -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),17,16,14
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Ope,10,10,10
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:page top CTA:Sig,5,4,3
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:Investme,1,1,1
SB:en:itrade:Open a US dollar registered investment account today | Scotia iTRADE®:nav-btn:Pricing,1,1,1


##############################################
# Open a Practice Trading Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),229,135,129
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:page top CTA:Sign in,81,70,67
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Accounts,79,51,51
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Investments,31,23,23
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Education,15,12,12
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:About,12,11,11
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Pricing,9,9,9
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:nav-btn:Acerca de,1,1,1
SB:en:itrade:Open a practice trading account online | Scotia iTRADE®:footer:footer-link-contact-us,1,1,1


##############################################
# Open a Trading/Investing Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),3914,2721,2231
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,1840,1351,1229
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,862,729,450
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,760,642,609
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,144,133,130
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,122,108,107
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,61,57,56
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,31,29,29
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,25,25,25
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Education,21,20,20
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:footer:footer-link-contact-u,21,20,19


##############################################
# Learning Center -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),274,185,136
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Sign in,74,62,29
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Watch How-to videos,50,45,42
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Learn more about kn,22,22,21
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Accounts,25,19,16
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Education,23,19,19
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:Understanding the stock market,14,12,12
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:About,12,12,12
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Investments,14,11,11
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:nav-btn:Pricing,9,9,9
SB:en:itrade:Scotia iTRADE® U - Free Tools & Educational Resources:page top CTA:Open an account,7,7,7


##############################################
# Why iTRADE -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),77,57,55
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Sign in,25,20,18
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page top CTA:Learn more abou,12,12,12
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Accounts,12,10,10
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:About,8,7,7
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Investments,5,5,5
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Education,5,5,5
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:nav-btn:Pricing,4,4,4
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page middle CTA:Read about t,3,3,3
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page bottom CTA:Open an acco,2,2,2
SB:en:itrade:Reasons to join - advantages & features of Scotia iTRADE®:page bottom CTA:Local Scotia,1,1,1


##############################################
# Where to Start -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),498,353,346
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about account opening,111,109,108
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about transfers,107,101,101
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn how to place a trade,87,87,85
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Sign in,49,44,44
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Accounts,34,28,28
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Investments,16,15,15
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:page top CTA:Learn more about contributing,15,15,15
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Pricing,14,14,14
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:About,14,11,11
SB:en:itrade:How to use Scotia iTRADE? | Scotia iTRADE:nav-btn:Education,10,8,8


##############################################
# Open an Account -  CTAs
##############################################
,Occurrences,Visits,Unique Visitors
Custom Link (c65),3914,2721,2231
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:start-application-CTA,1840,1351,1229
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page top CTA:Sign in,862,729,450
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:page middle CTA:Learn more a,760,642,609
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:open-an-account-checklist,144,133,130
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Accounts,122,108,107
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Investments,61,57,56
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:About,31,29,29
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Pricing,25,25,25
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:nav-btn:Education,21,20,20
SB:en:itrade:Open a trading/investment account online | Scotia iTRADE®:footer:footer-link-contact-u,21,20,19


#=================================================================
# App Starts and Completions - EN + FR
# Report suite: Scotiabank Global
"# Date: Dec 5, 2021 - Dec 11, 2021"
# Segments: iTrade Hits + Application Process
#=================================================================


##############################################
# App Starts
##############################################
,Visits,customer
,Visits,Visits
Page,1681,921
/en/application/accounts,1533,818
your-information,1509,818
/en/application/your-information,1210,623
/en/application/your-information/additional,1054,524
/en/application/your-information/banking,1026,509
/en/application/your-information/communication,1019,505
/fr/application/accounts,55,37
/fr/application/your-information,41,24
/fr/application/your-information/additional,34,20
/fr/application/your-information/communication,32,18


##############################################
# App Completions
##############################################
,Visits,customer
,Visits,Visits
Page,741,577
account-confirmation,740,575
/en/application/account-confirmation,103,84
/fr/application/account-confirmation,4,1


##############################################
# App Starts (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,229,117,1452,804
your-information,201,103,1308,715
/en/application/accounts,200,104,1333,714
/en/application/your-information,147,76,1063,547
/en/application/your-information/additional,109,58,945,466
/en/application/your-information/banking,99,53,927,456
/en/application/your-information/communication,97,53,922,452
/fr/application/accounts,9,3,46,34
/fr/application/your-information,6,1,35,23
/fr/application/your-information/additional,3,1,31,19
/fr/application/your-information/communication,2,1,30,17


##############################################
# App Completions (Desktop Vs Mobile)
##############################################
,Visits from Mobile Devices,Visits from Mobile Devices,Visits from Non-Mobile Devices,Visits from Non-Mobile Devices
,Visits,customer,Visits,customer
,Visits,Visits,Visits,Visits
Page,113,67,628,510
account-confirmation,113,67,627,508
/en/application/account-confirmation,11,7,92,77
/fr/application/account-confirmation,0,0,4,1


