#=================================================================
"# Scotia Wealth Management "
# Report suite: Scotiabank Prod
"# Date: Feb 28, 2021 - Mar 6, 2021"
# Segments: SWM
#=================================================================


##############################################
# Operating Systems
##############################################
,Unique Visitors
Operating Systems,6474
Windows 10,3264
OS X 10.15,752
Mobile iOS 14.4,721
Windows 7,228
Android 10,200


##############################################
# Browsers
##############################################
,Unique Visitors
Browser,6474
Google Chrome 88.0,2127
Safari 14.0,627
Safari 14.0.3,486
Microsoft Edge 88.0,425
Microsoft Internet Explorer 11,375


##############################################
# Device
"# ""Unspecified"" typically refers to Desktop/Laptop"
##############################################
,Unique Visitors
Mobile Device,6474
None,4912
Apple iPhone,809
Apple iPad,212
Samsung Galaxy S9 (SM-G960W),28
Samsung Galaxy S10 (SM-G973W),27


##############################################
# Countries
##############################################
,Unique Visitors
Countries,6474
Canada,5107
United States,516
Mexico,293
Peru,193
United Kingdom,37
Germany,25
India,18
Colombia,17
Netherlands,17
Jamaica,15
Finland,12
Austria,12
Philippines,12
Dominican Republic,11
Switzerland,11
France,11
Bahamas,10
Uruguay,9
Russian Federation,9
Trinidad and Tobago,9
Chile,8
Panama,7
Cayman Islands,7
Hong Kong SAR of China,6
Australia,6
Costa Rica,5
South Africa,5
Italy,4
Barbados,4
Cyprus,4
Spain,4
Pakistan,4
Brazil,4
Singapore,3
United Arab Emirates,3
Belgium,3
South Korea,3
Thailand,3
Nigeria,3
Bermuda,3
Saudi Arabia,2
Ghana,2
China,2
Egypt,2
Georgia,2
Ireland,2
Ukraine,2
Nicaragua,2
Japan,2
New Zealand,1


##############################################
# Regions
##############################################
,Unique Visitors
Regions,6474
Ontario (Canada),2772
British Columbia (Canada),676
Alberta (Canada),586
Quebec (Canada),518
Nova Scotia (Canada),206
Metropolitana De Lima (Peru),160
Saskatchewan (Canada),146
Ciudad De Mexico (Mexico),110
Manitoba (Canada),80
New Brunswick (Canada),75
California (United States),61
Virginia (United States),55
Mexico (Mexico),54
Texas (United States),50
Newfoundland and Labrador (Canada),49
Florida (United States),45
Oregon (United States),45
New York (United States),40
Pennsylvania (United States),32
Nuevo Leon (Mexico),28
Iowa (United States),23
Washington (United States),23
Wyoming (United States),20
New Jersey (United States),18
Jalisco (Mexico),17
Noord-Holland (Netherlands),16
Distrito Capital (Colombia),15
London (United Kingdom),12
Louisiana (United States),12
Prince Edward Island (Canada),12
Bayern (Germany),11
Uusimaa (Finland),11
Wien (Austria),11
Distrito Nacional (Dominican Republic),10
Colorado (United States),10
Kingston (Jamaica),10
New Providence (Bahamas),10
North Carolina (United States),9
La Libertad (Peru),9
Montevideo (Uruguay),9
Illinois (United States),9
Queretaro (Mexico),9
Arequipa (Peru),8
Arizona (United States),8
Ile-De-France (France),8
Maharashtra (India),8
Puebla (Mexico),7
Cayman Islands (Cayman Islands),7
Region Metro De Santiago (Chile),7
Georgia (United States),7


#=================================================================
"# Site Traffic "
# Report suite: Scotiabank Prod
"# Date: Feb 28, 2021 - Mar 6, 2021"
# Segments: SWM
#=================================================================


##############################################
# Traffic By Page Name
##############################################
,Unique Visitors
Page,6458
SB:en:swm:Wealth Management Canada - Scotia Wealth Management,2158
SB:en:swm:ScotiaMcLeod,880
SB:en:swm:Annual tax reporting,678
SB:en:swm:Tax slips checklist,645
SB:en:swm:ScotiaMcLeod online,575
SB:es:swm:Pagina principal,509
SB:en:swm:Important tax dates,331
SB:en:swm:Private Banking,327
SB:en:swm:Scotiatrust,300
SB:en:swm:Contact us,278
SB:en:swm:Investment Management Services Canada,277
SWM:Contact US,231
SB:en:swm:About us,218
SB:en:swm:Resource Centre,209
SB:en:swm:The Scotiabank Women Initiative,132
SB:en:swm:Total Wealth Planning,129
SB:fr:swm:Accueil,128
SB:en:swm:Frequently asked questions,125
SB:en:swm:Private Investment Counsel,125
SB:en:swm:Home,90
SB:en:swm:J.P. Bickell Foundation,76
SB:es:swm:Contrato de Inversion Scotiabank,67
swm:Thank You,57
SB:en:swm:J. P. Bickell Foundation General Charities Grant A,51
SB:en:swm:Foundations,41


##############################################
# Freeform table (2)
##############################################
,Unique Visitors
Page URL (c19),6474
https://www.scotiawealthmanagement.com/ca/en/home.html,1811
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/tax-slips-checklist.html,658
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/scotiamcleod-online.html,570
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html,560
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html?cid=S1eTAX1218-001&utm_so,497
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/important-tax-dates.html,332
https://www.scotiawealthmanagement.com/ca/en/home/private-banking.html,301
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/contact-us.html,257
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client.html,229
https://www.scotiawealthmanagement.com/intl/es/pagina-principal.html,218
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust.html,211
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre.html,210
https://www.scotiawealthmanagement.com/ca/en/home/about-us.html,209
https://www.scotiawealthmanagement.com/ca/en/home/investment-management.html,186
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax.html,183
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?gclid=EAIa,141
https://www.scotiawealthmanagement.com/ca/en/home/resource-centre/tax/client-guide-faq.html,125
https://www.scotiawealthmanagement.com/ca/fr/accueil.html,124
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/scotiamcleod.html?gclid=Cj0K,123
https://www.scotiawealthmanagement.com/ca/en/home/investment-management/private-investment-counsel.h,123
https://www.scotiawealthmanagement.com/ca/en/home/total-wealth-planning.html,120
https://www.scotiawealthmanagement.com/mx/es/pagina-principal.html,115
https://www.scotiawealthmanagement.com/ca/en/home/the-scotiabank-women-initiative.html,103
https://www.scotiawealthmanagement.com/intl/en/home.html,80
https://www.scotiawealthmanagement.com/ca/en/home/scotiatrust/jp-bickell-foundation.html,74
https://www.scotiawealthmanagement.com/mx/es/pagina-principal/soluciones-de-inversian.html,70
https://www.scotiawealthmanagement.com/ca/en/home/not-yet-a-client/thank-you.html,57
