Week,HTML,Page Views,Visits,Unique Visitors
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,60101,49272,28719
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,17367,12826,10126
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,5480,4388,3997
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3728,3001,2086
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,3424,2836,2015
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,3708,2640,2329
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,2875,2553,2107
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3705,2531,2268
2020-03-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,3330,2322,2060
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1775,1439,863
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,390,323,260
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,427,247,225
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,117,100,94
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,160,89,80
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,138,84,76
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,99,83,68
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,108,77,71
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,90,61,55
2020-03-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/contactez-nous.html,60,48,40
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,56030,45174,25834
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,15478,11413,9153
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,5011,4733,4362
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,8318,3976,3513
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,4784,3817,3443
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,3821,2617,2305
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3283,2541,1692
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,3006,2455,1743
2020-04-05,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,3296,2202,1953
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1751,1388,836
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,467,339,291
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,382,237,202
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,170,163,153
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,156,149,142
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,146,107,102
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,96,83,70
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,115,82,74
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,171,80,74
2020-04-05,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,97,80,65
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,42531,34944,20640
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,11574,8559,7099
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,6841,3272,2942
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,3802,3091,2821
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,2423,2313,2124
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2591,2083,1508
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2966,2024,1806
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2432,2016,1475
2020-04-12,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,1966,1736,1462
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1235,1013,657
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,302,228,192
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,307,179,160
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,121,94,83
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,96,92,84
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,116,80,73
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,133,71,66
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,84,56,56
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,64,54,52
2020-04-12,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,62,52,49
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,54849,44973,25174
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,14892,11016,8872
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,8550,4113,3624
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,4568,3712,3359
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,4031,3217,2266
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2592,2314,1650
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,3201,2266,1973
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,3307,2260,2033
2020-04-19,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,2540,2256,1860
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1681,1357,811
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,427,332,282
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,337,193,169
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,162,136,128
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,175,111,96
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,91,74,62
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,104,72,64
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,96,64,60
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/investisseur-no,96,62,54
2020-04-19,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,83,61,60
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,55091,45219,24527
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,11332,8561,6961
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,4211,3466,3152
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,6300,3006,2629
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3631,2850,1916
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2634,2362,1625
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2985,2094,1840
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,2123,1896,1591
2020-04-26,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,2599,1818,1621
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1521,1262,741
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,321,236,193
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,264,173,154
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,139,102,77
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,106,86,79
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,120,75,69
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,133,71,64
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,69,52,49
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/contactez-nous.html,53,43,38
2020-04-26,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,47,42,33
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,42146,35838,19746
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,6584,5189,4278
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,3240,2775,2565
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,4474,2368,2127
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2877,2349,1590
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2248,2170,1468
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2180,1599,1401
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,1952,1506,1359
2020-05-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,1430,1320,1125
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1099,947,568
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,208,142,132
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,168,137,112
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,80,77,62
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,98,69,66
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,71,61,53
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,63,50,46
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,79,49,47
2020-05-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/contactez-nous.html,45,34,28
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,40594,34559,19013
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,6098,4797,3974
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2927,2577,2337
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,4447,2452,2239
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2893,2403,1631
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2068,2079,1360
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,1694,1620,1527
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,1821,1448,1308
2020-05-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1950,1408,1278
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,942,811,514
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,161,130,107
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,173,118,112
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,83,74,60
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,93,65,57
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,62,53,46
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/contactez-nous.html,63,47,39
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,43,37,35
2020-05-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,53,33,33
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,36036,30890,17179
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,6538,6296,5780
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,5127,4096,3438
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,5678,3852,3576
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2837,2431,2239
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2561,2062,1353
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1605,1646,1126
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1749,1292,1168
2020-05-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,1624,1259,1130
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,827,700,453
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,158,114,98
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,144,95,89
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,71,70,60
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,63,58,46
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,53,45,44
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,62,39,29
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,62,35,33
2020-05-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,42,31,27
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,37722,32199,17379
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,4837,3812,3167
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,5443,3723,3384
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2422,2128,1970
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2511,2072,1370
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1723,1819,1173
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1778,1354,1193
2020-05-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,1205,1151,1059
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,900,785,486
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,154,93,85
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,102,88,79
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,64,61,41
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,65,60,50
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,55,41,38
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,57,39,37
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,34,31,31
2020-05-24,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,40,30,27
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,41146,35452,19119
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,5335,4208,3549
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2814,2339,1487
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2645,2294,2103
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3513,2053,1848
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1870,1965,1291
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2033,1524,1320
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1818,1144,1040
2020-05-31,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,1345,1142,1001
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,962,835,487
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,162,118,96
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,139,113,98
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,77,81,64
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,53,50,45
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,53,44,43
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,65,41,37
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/contactez-nous.html,41,38,35
2020-05-31,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,47,37,36
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,40418,34922,19113
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,5968,4747,3934
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,4807,2887,2563
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2714,2437,2211
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2908,2389,1601
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1896,1973,1294
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2106,1605,1415
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,1524,1259,1114
2020-06-07,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,2048,1243,1130
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,892,789,466
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,158,111,92
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,127,101,87
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,85,75,55
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,56,44,42
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,62,34,32
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,35,31,26
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/contactez-nous.html,30,28,26
2020-06-07,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,32,25,25
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,34068,29194,15636
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,6606,5691,5043
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,5954,4190,3912
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2471,2007,1338
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2163,1917,1746
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1675,1809,1146
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1629,1219,1087
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,1187,1016,922
2020-06-14,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1567,1012,919
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,805,705,432
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,177,141,127
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,131,93,88
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,140,92,80
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,50,48,36
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,53,36,34
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,53,32,30
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,35,32,30
2020-06-14,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,33,30,25
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,34104,29356,15817
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,9039,7808,7086
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,9589,7098,6588
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2348,2067,1892
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2294,1911,1277
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1575,1713,1099
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1704,1317,1180
2020-06-21,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1568,1010,940
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,872,734,420
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,251,230,207
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,267,218,202
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,80,80,57
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,118,77,70
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,50,48,46
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,57,43,42
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,44,41,38
2020-06-21,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,43,37,34
2020-06-28,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,29927,25672,13784
2020-06-28,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,6221,5189,4614
2020-06-28,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,4838,4581,4223
