Week,HTML,Page Views,Visits,Unique Visitors
2020-10-25,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,1583,1411,1273
2020-10-25,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1554,1150,977
2020-10-25,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1308,859,790
2020-10-25,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/open-a-practice,943,761,680
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,924,755,397
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,128,103,93
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,140,94,83
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,70,71,57
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,92,66,61
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,127,63,57
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,55,48,45
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,36,36,36
2020-10-25,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,52,33,26
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,33760,28943,14676
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,4037,3241,2694
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2375,2046,1329
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1642,1879,1163
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,2870,1853,1670
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,1654,1433,1268
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1332,986,869
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,961,928,922
2020-11-01,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1208,848,750
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1051,882,466
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,148,125,104
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,143,100,87
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,72,62,54
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,71,55,51
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,59,53,44
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,58,49,48
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,55,46,43
2020-11-01,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,77,43,37
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,40790,34985,18848
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,12140,10919,9670
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,6500,6175,5814
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,5989,4700,4019
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3547,2325,2139
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2743,2303,1512
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1627,1885,1152
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2111,1882,1709
2020-11-08,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1967,1424,1251
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1243,1041,583
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,792,728,643
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,210,177,156
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,162,128,113
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,160,107,96
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,177,104,90
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,108,103,95
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,103,98,88
2020-11-08,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,90,74,58
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,33145,28716,14344
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,12467,11164,9436
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,7988,6707,5946
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2787,2362,1483
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1803,2120,1327
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,2997,2004,1807
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2267,1957,1756
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,1951,1451,1262
2020-11-15,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1735,1254,1094
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1161,984,517
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,357,322,293
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,315,259,241
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,153,103,94
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,89,95,78
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,88,75,67
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,131,70,60
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,74,60,60
2020-11-15,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,75,56,54
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,36257,31151,15221
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,12649,11538,9993
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,10752,9160,8199
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3092,2596,1640
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2054,2387,1521
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,2506,2379,2156
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3419,2343,2158
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2487,2173,1937
2020-11-22,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2306,1735,1520
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1236,1050,572
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,512,482,468
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,495,428,388
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,202,194,177
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,161,106,95
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation.html,118,93,90
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,164,90,79
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,85,84,63
2020-11-22,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,83,78,77
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,36151,31262,15366
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,10901,9849,8348
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,9082,7552,6680
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3192,2703,1728
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2136,2459,1639
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3209,2128,1960
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2377,2103,1929
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2410,1779,1568
2020-11-29,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1938,1345,1214
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1328,1090,585
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,788,740,720
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,355,305,290
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,180,126,114
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,91,89,82
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,82,81,65
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,118,76,65
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,81,65,63
2020-11-29,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,64,60,58
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,36292,31417,15579
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,10904,9823,8019
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,9215,7596,6655
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3074,2608,1694
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2283,2517,1647
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3285,2251,2064
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2539,2232,2027
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2283,1717,1500
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,2127,1503,1332
2020-12-06,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,1470,1380,1158
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1225,1035,555
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,602,564,541
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,290,251,233
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,191,127,113
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,138,115,107
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,114,92,84
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,92,90,78
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,112,80,71
2020-12-06,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,117,79,72
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,34294,29720,14417
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,9835,8868,7085
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,8187,6656,5804
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2183,2603,1719
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2847,2421,1525
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2357,2096,1896
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3029,2087,1858
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2356,1770,1561
2020-12-13,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,1989,1347,1192
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1050,891,469
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,620,597,581
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,269,226,202
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/formation/articles/compre,124,115,107
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,107,107,85
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,123,87,82
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,76,74,73
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,66,66,65
2020-12-13,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,78,59,52
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,27064,23612,12136
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,7825,7421,6908
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,6694,6200,5535
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,6545,5309,4652
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/holiday-schedule.html,2425,2168,2019
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2228,1907,1207
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,1475,1707,1151
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,2521,1691,1521
2020-12-20,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,1908,1668,1532
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,880,767,423
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,585,554,525
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,465,435,401
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,229,219,204
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,251,208,191
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,77,70,58
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,95,69,67
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,73,55,49
2020-12-20,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,65,50,46
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,28314,24710,13421
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/market-holiday-schedule.htm,19245,18358,16815
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,8629,7937,7183
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,8276,6763,5954
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/holiday-schedule.html,3207,2864,2661
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,2559,2245,2049
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,2520,2181,1456
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,3187,2103,1911
2020-12-27,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,2535,1885,1696
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,912,784,467
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,707,680,660
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/jours-de-fermeture-de,534,510,464
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,532,496,459
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,287,252,237
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,198,132,123
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,88,64,59
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,84,59,53
2020-12-27,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,69,56,53
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,44890,38488,19540
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,11859,10619,9038
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,12467,10076,8672
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3863,3320,2138
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,4771,3108,2786
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,3342,2963,2681
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2553,2870,1993
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,3553,2532,2250
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/faqs/contact-us.html,2229,2029,1691
2021-01-03,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,2885,1942,1731
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1576,1288,713
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,1087,1026,963
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,468,376,337
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,254,181,170
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,108,104,80
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,121,86,81
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,115,81,74
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/faq/horaire-des-jours-fer,88,80,78
2021-01-03,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,118,79,67
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,45138,38366,19711
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,12693,10297,8775
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,10084,9126,7992
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,4167,3508,2322
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,5187,3357,2985
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,3608,3206,2901
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2632,2948,2019
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,3232,2314,2043
2021-01-10,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,3105,2116,1858
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1543,1266,731
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,741,702,666
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,443,348,312
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,215,149,137
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,193,112,104
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,155,111,102
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,98,91,79
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/comptes-,104,82,73
2021-01-10,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,80,73,69
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,43783,37173,19255
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,11316,9091,7698
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,4346,3928,3560
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,5644,3500,3108
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,3975,3410,2249
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,3374,3033,2752
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/forms-library.html,2532,2924,2074
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,3033,2259,2012
2021-01-17,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/special-offers,3102,2067,1807
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne.html,1394,1189,649
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/french-campaigns/1500-et-,689,656,620
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte.html,391,323,276
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/tarification-concurrentie,212,153,141
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/co,171,104,90
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/comp,140,98,89
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/options-de-placement/acti,93,83,76
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/pourquoi-scotia-itrade/of,124,76,71
2021-01-17,https://www.scotiaitrade.com/fr/investissement-direct-and-trading-en-ligne/ouvrir-un-compte/liste-de,85,74,65
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading.html,80211,62726,37378
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/open-an-account.html,26418,21207,18042
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/why-scotia-itrade/how-to-make-it,12602,7976,7077
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/powerful-platforms/scotia-itrade,7840,6587,5079
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/campaigns/get-up-to-1500-cash-6-,6150,5585,5158
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/trading-fees/commissions-and-fee,5905,5359,4925
2021-01-24,https://www.scotiaitrade.com/en/direct-investing-and-online-trading/investment-types/registered-acco,5423,4119,3729
