Week,Business Unit,Channel,Spend
2022-08-28,iTrade,TV,2180.0
2022-09-04,iTrade,TV,2642.0
2022-09-11,iTrade,TV,2505.0
2022-09-18,iTrade,TV,2505.0
2022-09-25,iTrade,TV,2505.0
2022-10-02,iTrade,TV,2505.0
2022-10-09,iTrade,TV,2505.0
2022-10-16,iTrade,TV,2505.0
2022-10-23,iTrade,TV,2505.0
2020-04-26,Wealth,SEM,1062.27
2020-05-03,Wealth,SEM,6391.05
2020-05-10,Wealth,SEM,5950.8
2020-05-17,Wealth,SEM,5065.37
2020-05-24,Wealth,SEM,4984.86
2020-05-31,Wealth,SEM,5285.84
2020-06-07,Wealth,SEM,5954.26
2020-06-14,Wealth,SEM,3841.3
2020-06-21,Wealth,SEM,5081.96
2020-06-28,Wealth,SEM,6135.68
2020-07-05,Wealth,SEM,5061.47
2020-07-12,Wealth,SEM,5360.92
2020-07-19,Wealth,SEM,5741.82
2020-07-26,Wealth,SEM,4185.64
2020-08-02,Wealth,SEM,4927.2
2020-08-09,Wealth,SEM,5547.15
2020-08-16,Wealth,SEM,5209.8
2020-08-23,Wealth,SEM,5148.6
2020-08-30,Wealth,SEM,6400.58
2020-09-06,Wealth,SEM,6048.79
2020-09-13,Wealth,SEM,5228.31
2020-09-20,Wealth,SEM,4719.39
2020-09-27,Wealth,SEM,2648.96
2020-10-04,Wealth,SEM,5661.92
2020-10-11,Wealth,SEM,5230.43
2020-10-18,Wealth,SEM,4864.68
2020-10-25,Wealth,SEM,4628.42
2020-11-01,Wealth,SEM,6237.08
2020-11-08,Wealth,SEM,6430.11
2020-11-15,Wealth,SEM,3712.87
2020-11-22,Wealth,SEM,4126.77
2020-11-29,Wealth,SEM,3062.95
2020-12-06,Wealth,SEM,2482.01
2020-12-13,Wealth,SEM,6232.02
2020-12-20,Wealth,SEM,3340.94
2020-12-27,Wealth,SEM,2391.04
2021-01-03,Wealth,SEM,2430.01
2021-01-10,Wealth,SEM,1737.04
2021-01-17,Wealth,SEM,1058.6
2021-01-24,Wealth,SEM,884.18
2021-01-31,Wealth,SEM,7962.5
2021-02-07,Wealth,SEM,9381.01
2021-02-14,Wealth,SEM,10321.13
2021-02-21,Wealth,SEM,9324.82
2021-02-28,Wealth,SEM,7641.32
2021-03-07,Wealth,SEM,9814.91
2021-03-14,Wealth,SEM,7541.89
2021-03-21,Wealth,SEM,5945.06
2021-03-28,Wealth,SEM,6123.73
2021-04-04,Wealth,SEM,6882.33
2021-04-11,Wealth,SEM,8137.94
2021-04-18,Wealth,SEM,8646.15
2021-04-25,Wealth,SEM,9267.43
2021-05-02,Wealth,SEM,5320.2
2021-05-09,Wealth,SEM,2317.69
2021-05-16,Wealth,SEM,8765.21
2021-05-23,Wealth,SEM,7747.299999999999
2021-05-30,Wealth,SEM,5408.57
2021-06-06,Wealth,SEM,4866.14
2021-06-13,Wealth,SEM,5104.1900000000005
2021-06-20,Wealth,SEM,5062.12
2021-06-27,Wealth,SEM,1586.16
2021-07-04,Wealth,SEM,5714.780000000001
2021-07-11,Wealth,SEM,4747.34
2021-07-18,Wealth,SEM,5031.88
2021-07-25,Wealth,SEM,2944.82
2021-08-01,Wealth,SEM,4778.66
2021-08-08,Wealth,SEM,5171.48
2021-08-15,Wealth,SEM,5210.26
2021-08-22,Wealth,SEM,13064.16
2021-08-29,Wealth,SEM,7339.14
2021-09-05,Wealth,SEM,9744.24
2021-09-12,Wealth,SEM,8902.82
2021-09-19,Wealth,SEM,5424.43
2021-09-26,Wealth,SEM,911.1
2021-10-03,Wealth,SEM,5878.889999999999
2021-10-10,Wealth,SEM,14249.16
2021-10-17,Wealth,SEM,7934.34
2021-10-24,Wealth,SEM,199.0
2021-10-31,Wealth,SEM,1859.36
2021-11-07,Wealth,SEM,4499.28
2021-11-14,Wealth,SEM,5114.92
2021-11-21,Wealth,SEM,4243.69
2021-11-28,Wealth,SEM,962.43
2021-12-05,Wealth,SEM,2444.43
2021-12-12,Wealth,SEM,4299.02
2021-12-19,Wealth,SEM,4508.84
2021-12-26,Wealth,SEM,3578.23
2022-01-02,Wealth,SEM,5125.15
2022-01-09,Wealth,SEM,4289.14
2022-01-16,Wealth,SEM,11367.7
2022-01-23,Wealth,SEM,8705.43
2022-01-30,Wealth,SEM,9006.83
2022-02-06,Wealth,SEM,10726.09
2022-02-13,Wealth,SEM,9316.83
2022-02-20,Wealth,SEM,1789.12
2022-02-27,Wealth,SEM,846.51
2022-03-06,Wealth,SEM,2633.8
2022-03-13,Wealth,SEM,15230.66
2022-03-20,Wealth,SEM,10636.23
2022-03-27,Wealth,SEM,3144.12
2022-04-03,Wealth,SEM,11803.850199
2022-04-10,Wealth,SEM,8298.21
2022-04-17,Wealth,SEM,4395.69
2022-04-24,Wealth,SEM,3500.039761
2020-03-29,Wealth,Digital,0.0
2020-04-05,Wealth,Digital,0.0
2020-04-12,Wealth,Digital,0.0
2020-04-19,Wealth,Digital,0.0
2020-04-26,Wealth,Digital,0.0
2020-05-03,Wealth,Digital,0.0
2020-05-10,Wealth,Digital,0.0
2020-05-17,Wealth,Digital,0.0
2020-05-24,Wealth,Digital,0.0
2020-05-31,Wealth,Digital,0.0
2020-06-07,Wealth,Digital,0.0
2020-06-14,Wealth,Digital,0.0
2020-06-21,Wealth,Digital,0.0
2020-06-28,Wealth,Digital,0.0
2020-07-05,Wealth,Digital,0.0
2020-07-12,Wealth,Digital,0.0
2020-07-19,Wealth,Digital,0.0
2020-07-26,Wealth,Digital,0.0
2020-08-02,Wealth,Digital,0.0
2020-08-09,Wealth,Digital,0.0
2020-08-16,Wealth,Digital,0.0
2020-08-23,Wealth,Digital,0.0
2020-08-30,Wealth,Digital,0.0
2020-09-06,Wealth,Digital,0.0
2020-09-13,Wealth,Digital,0.0
2020-09-20,Wealth,Digital,0.0
2020-09-27,Wealth,Digital,0.0
2020-10-04,Wealth,Digital,0.0
2020-10-11,Wealth,Digital,0.0
2020-10-18,Wealth,Digital,0.0
2020-10-25,Wealth,Digital,0.0
2020-11-01,Wealth,Digital,0.0
2020-11-08,Wealth,Digital,0.0
2020-11-15,Wealth,Digital,0.0
2020-11-22,Wealth,Digital,0.0
2020-11-29,Wealth,Digital,0.0
2020-12-06,Wealth,Digital,0.0
2020-12-13,Wealth,Digital,0.0
2020-12-20,Wealth,Digital,0.0
2020-12-27,Wealth,Digital,0.0
2021-01-03,Wealth,Digital,0.0
2021-01-10,Wealth,Digital,0.0
2021-01-17,Wealth,Digital,0.0
2021-01-24,Wealth,Digital,0.0
2021-01-31,Wealth,Digital,0.0
2021-02-07,Wealth,Digital,0.0
2021-02-14,Wealth,Digital,9923.0
2021-02-21,Wealth,Digital,9923.0
2021-02-28,Wealth,Digital,9923.0
2021-03-07,Wealth,Digital,9923.0
2021-03-14,Wealth,Digital,9923.0
2021-03-21,Wealth,Digital,0.0
2021-03-28,Wealth,Digital,0.0
2021-04-04,Wealth,Digital,0.0
2021-04-11,Wealth,Digital,0.0
2021-04-18,Wealth,Digital,0.0
2021-04-25,Wealth,Digital,0.0
2021-05-02,Wealth,Digital,0.0
2021-05-09,Wealth,Digital,0.0
2021-05-16,Wealth,Digital,0.0
2021-05-23,Wealth,Digital,0.0
2021-05-30,Wealth,Digital,0.0
2021-06-06,Wealth,Digital,0.0
2021-06-13,Wealth,Digital,0.0
2021-06-20,Wealth,Digital,0.0
2021-06-27,Wealth,Digital,0.0
2021-07-04,Wealth,Digital,0.0
2021-07-11,Wealth,Digital,0.0
2021-07-18,Wealth,Digital,0.0
2021-07-25,Wealth,Digital,0.0
2021-08-01,Wealth,Digital,0.0
2021-08-08,Wealth,Digital,0.0
2021-08-15,Wealth,Digital,0.0
2021-08-22,Wealth,Digital,0.0
2021-08-29,Wealth,Digital,0.0
2021-09-05,Wealth,Digital,0.0
2021-09-12,Wealth,Digital,0.0
2021-09-19,Wealth,Digital,0.0
2021-09-26,Wealth,Digital,0.0
2021-10-03,Wealth,Digital,0.0
2021-10-10,Wealth,Digital,0.0
2021-10-17,Wealth,Digital,0.0
2021-10-24,Wealth,Digital,0.0
2021-10-31,Wealth,Digital,0.0
2021-11-07,Wealth,Digital,0.0
2021-11-14,Wealth,Digital,0.0
2021-11-21,Wealth,Digital,0.0
2021-11-28,Wealth,Digital,0.0
2021-12-05,Wealth,Digital,0.0
2021-12-12,Wealth,Digital,0.0
2021-12-19,Wealth,Digital,0.0
2021-12-26,Wealth,Digital,0.0
2022-01-02,Wealth,Digital,0.0
2022-01-09,Wealth,Digital,0.0
2022-01-16,Wealth,Digital,0.0
2022-01-23,Wealth,Digital,0.0
2022-01-30,Wealth,Digital,0.0
2022-02-06,Wealth,Digital,0.0
2022-02-13,Wealth,Digital,18366.588
2022-02-20,Wealth,Digital,18366.588
2022-02-27,Wealth,Digital,18366.588
2022-03-06,Wealth,Digital,18366.588
2022-03-13,Wealth,Digital,18366.588
2022-03-20,Wealth,Digital,0.0
2022-03-27,Wealth,Digital,0.0
2022-04-03,Wealth,Digital,0.0
2022-04-10,Wealth,Digital,0.0
2022-04-17,Wealth,Digital,0.0
2022-04-24,Wealth,Digital,0.0
2020-03-29,Wealth,DigitalOOH,0.0
2020-04-05,Wealth,DigitalOOH,0.0
2020-04-12,Wealth,DigitalOOH,0.0
2020-04-19,Wealth,DigitalOOH,0.0
2020-04-26,Wealth,DigitalOOH,0.0
2020-05-03,Wealth,DigitalOOH,0.0
2020-05-10,Wealth,DigitalOOH,0.0
2020-05-17,Wealth,DigitalOOH,0.0
2020-05-24,Wealth,DigitalOOH,0.0
2020-05-31,Wealth,DigitalOOH,0.0
2020-06-07,Wealth,DigitalOOH,0.0
2020-06-14,Wealth,DigitalOOH,0.0
2020-06-21,Wealth,DigitalOOH,0.0
2020-06-28,Wealth,DigitalOOH,0.0
2020-07-05,Wealth,DigitalOOH,0.0
2020-07-12,Wealth,DigitalOOH,0.0
2020-07-19,Wealth,DigitalOOH,0.0
2020-07-26,Wealth,DigitalOOH,0.0
2020-08-02,Wealth,DigitalOOH,0.0
2020-08-09,Wealth,DigitalOOH,0.0
2020-08-16,Wealth,DigitalOOH,0.0
2020-08-23,Wealth,DigitalOOH,0.0
2020-08-30,Wealth,DigitalOOH,0.0
2020-09-06,Wealth,DigitalOOH,0.0
2020-09-13,Wealth,DigitalOOH,0.0
2020-09-20,Wealth,DigitalOOH,0.0
2020-09-27,Wealth,DigitalOOH,0.0
2020-10-04,Wealth,DigitalOOH,0.0
2020-10-11,Wealth,DigitalOOH,0.0
2020-10-18,Wealth,DigitalOOH,0.0
2020-10-25,Wealth,DigitalOOH,0.0
2020-11-01,Wealth,DigitalOOH,0.0
2020-11-08,Wealth,DigitalOOH,0.0
2020-11-15,Wealth,DigitalOOH,0.0
2020-11-22,Wealth,DigitalOOH,0.0
2020-11-29,Wealth,DigitalOOH,0.0
2020-12-06,Wealth,DigitalOOH,0.0
2020-12-13,Wealth,DigitalOOH,0.0
2020-12-20,Wealth,DigitalOOH,0.0
2020-12-27,Wealth,DigitalOOH,0.0
2021-01-03,Wealth,DigitalOOH,0.0
2021-01-10,Wealth,DigitalOOH,0.0
2021-01-17,Wealth,DigitalOOH,0.0
2021-01-24,Wealth,DigitalOOH,0.0
2021-01-31,Wealth,DigitalOOH,0.0
2021-02-07,Wealth,DigitalOOH,0.0
2021-02-14,Wealth,DigitalOOH,0.0
2021-02-21,Wealth,DigitalOOH,0.0
2021-02-28,Wealth,DigitalOOH,0.0
2021-03-07,Wealth,DigitalOOH,0.0
2021-03-14,Wealth,DigitalOOH,0.0
2021-03-21,Wealth,DigitalOOH,0.0
2021-03-28,Wealth,DigitalOOH,0.0
2021-04-04,Wealth,DigitalOOH,0.0
2021-04-11,Wealth,DigitalOOH,0.0
2021-04-18,Wealth,DigitalOOH,0.0
2021-04-25,Wealth,DigitalOOH,0.0
2021-05-02,Wealth,DigitalOOH,0.0
2021-05-09,Wealth,DigitalOOH,0.0
2021-05-16,Wealth,DigitalOOH,0.0
2021-05-23,Wealth,DigitalOOH,0.0
2021-05-30,Wealth,DigitalOOH,0.0
2021-06-06,Wealth,DigitalOOH,0.0
2021-06-13,Wealth,DigitalOOH,0.0
2021-06-20,Wealth,DigitalOOH,0.0
2021-06-27,Wealth,DigitalOOH,0.0
2021-07-04,Wealth,DigitalOOH,0.0
2021-07-11,Wealth,DigitalOOH,0.0
2021-07-18,Wealth,DigitalOOH,0.0
2021-07-25,Wealth,DigitalOOH,0.0
2021-08-01,Wealth,DigitalOOH,0.0
2021-08-08,Wealth,DigitalOOH,0.0
2021-08-15,Wealth,DigitalOOH,0.0
2021-08-22,Wealth,DigitalOOH,0.0
2021-08-29,Wealth,DigitalOOH,0.0
2021-09-05,Wealth,DigitalOOH,0.0
2021-09-12,Wealth,DigitalOOH,0.0
2021-09-19,Wealth,DigitalOOH,0.0
2021-09-26,Wealth,DigitalOOH,0.0
2021-10-03,Wealth,DigitalOOH,0.0
2021-10-10,Wealth,DigitalOOH,0.0
2021-10-17,Wealth,DigitalOOH,0.0
2021-10-24,Wealth,DigitalOOH,0.0
2021-10-31,Wealth,DigitalOOH,0.0
2021-11-07,Wealth,DigitalOOH,0.0
2021-11-14,Wealth,DigitalOOH,0.0
2021-11-21,Wealth,DigitalOOH,0.0
2021-11-28,Wealth,DigitalOOH,0.0
2021-12-05,Wealth,DigitalOOH,0.0
2021-12-12,Wealth,DigitalOOH,0.0
2021-12-19,Wealth,DigitalOOH,0.0
2021-12-26,Wealth,DigitalOOH,0.0
2022-01-02,Wealth,DigitalOOH,0.0
2022-01-09,Wealth,DigitalOOH,0.0
2022-01-16,Wealth,DigitalOOH,0.0
2022-01-23,Wealth,DigitalOOH,0.0
2022-01-30,Wealth,DigitalOOH,6504.142857
2022-02-06,Wealth,DigitalOOH,6504.142857
2022-02-13,Wealth,DigitalOOH,6504.142857
2022-02-20,Wealth,DigitalOOH,6504.142857
2022-02-27,Wealth,DigitalOOH,6504.142857
2022-03-06,Wealth,DigitalOOH,6504.142857
2022-03-13,Wealth,DigitalOOH,6504.142857
2022-03-20,Wealth,DigitalOOH,0.0
2022-03-27,Wealth,DigitalOOH,0.0
2022-04-03,Wealth,DigitalOOH,0.0
2022-04-10,Wealth,DigitalOOH,0.0
2022-04-17,Wealth,DigitalOOH,0.0
2022-04-24,Wealth,DigitalOOH,0.0
2020-03-29,Wealth,Social,0.0
2020-04-05,Wealth,Social,0.0
2020-04-12,Wealth,Social,0.0
2020-04-19,Wealth,Social,0.0
2020-04-26,Wealth,Social,0.0
2020-05-03,Wealth,Social,0.0
2020-05-10,Wealth,Social,0.0
2020-05-17,Wealth,Social,0.0
2020-05-24,Wealth,Social,0.0
2020-05-31,Wealth,Social,0.0
2020-06-07,Wealth,Social,0.0
2020-06-14,Wealth,Social,0.0
2020-06-21,Wealth,Social,0.0
2020-06-28,Wealth,Social,0.0
2020-07-05,Wealth,Social,0.0
2020-07-12,Wealth,Social,0.0
2020-07-19,Wealth,Social,0.0
2020-07-26,Wealth,Social,0.0
2020-08-02,Wealth,Social,0.0
2020-08-09,Wealth,Social,0.0
2020-08-16,Wealth,Social,0.0
2020-08-23,Wealth,Social,0.0
2020-08-30,Wealth,Social,0.0
2020-09-06,Wealth,Social,0.0
2020-09-13,Wealth,Social,0.0
2020-09-20,Wealth,Social,0.0
2020-09-27,Wealth,Social,0.0
2020-10-04,Wealth,Social,0.0
2020-10-11,Wealth,Social,0.0
2020-10-18,Wealth,Social,0.0
2020-10-25,Wealth,Social,0.0
2020-11-01,Wealth,Social,0.0
2020-11-08,Wealth,Social,0.0
2020-11-15,Wealth,Social,0.0
2020-11-22,Wealth,Social,0.0
2020-11-29,Wealth,Social,0.0
2020-12-06,Wealth,Social,0.0
2020-12-13,Wealth,Social,0.0
2020-12-20,Wealth,Social,0.0
2020-12-27,Wealth,Social,720.18
2021-01-03,Wealth,Social,940.15
2021-01-10,Wealth,Social,417.57
2021-01-17,Wealth,Social,0.0
2021-01-24,Wealth,Social,0.0
2021-01-31,Wealth,Social,967.75
2021-02-07,Wealth,Social,899.36
2021-02-14,Wealth,Social,1090.0
2021-02-21,Wealth,Social,0.0
2021-02-28,Wealth,Social,1070.51
2021-03-07,Wealth,Social,1041.23
2021-03-14,Wealth,Social,1062.65
2021-03-21,Wealth,Social,147.31
2021-03-28,Wealth,Social,0.0
2021-04-04,Wealth,Social,0.0
2021-04-11,Wealth,Social,0.0
2021-04-18,Wealth,Social,0.0
2021-04-25,Wealth,Social,0.0
2021-05-02,Wealth,Social,513.51
2021-05-09,Wealth,Social,1192.76
2021-05-16,Wealth,Social,1359.97
2021-05-23,Wealth,Social,1586.05
2021-05-30,Wealth,Social,859.79
2021-06-06,Wealth,Social,76.58
2021-06-13,Wealth,Social,0.0
2021-06-20,Wealth,Social,0.0
2021-06-27,Wealth,Social,0.0
2021-07-04,Wealth,Social,0.0
2021-07-11,Wealth,Social,0.0
2021-07-18,Wealth,Social,0.0
2021-07-25,Wealth,Social,0.0
2021-08-01,Wealth,Social,0.0
2021-08-08,Wealth,Social,0.0
2021-08-15,Wealth,Social,0.0
2021-08-22,Wealth,Social,0.0
2021-08-29,Wealth,Social,0.0
2021-09-05,Wealth,Social,0.0
2021-09-12,Wealth,Social,0.0
2021-09-19,Wealth,Social,0.0
2021-09-26,Wealth,Social,0.0
2021-10-03,Wealth,Social,0.0
2021-10-10,Wealth,Social,0.0
2021-10-17,Wealth,Social,807.18
2021-10-24,Wealth,Social,904.31
2021-10-31,Wealth,Social,911.62
2021-11-07,Wealth,Social,1251.27
2021-11-14,Wealth,Social,661.91
2021-11-21,Wealth,Social,263.43
2021-11-28,Wealth,Social,265.08
2021-12-05,Wealth,Social,204.91
2021-12-12,Wealth,Social,0.0
2021-12-19,Wealth,Social,0.0
2021-12-26,Wealth,Social,0.0
2022-01-02,Wealth,Social,0.0
2022-01-09,Wealth,Social,0.0
2022-01-16,Wealth,Social,180.97
2022-01-23,Wealth,Social,6354.11
2022-01-30,Wealth,Social,6268.47
2022-02-06,Wealth,Social,5897.2
2022-02-13,Wealth,Social,5931.57
2022-02-20,Wealth,Social,5841.03
2022-02-27,Wealth,Social,5828.36
2022-03-06,Wealth,Social,6004.74
2022-03-13,Wealth,Social,1644.05
2022-03-20,Wealth,Social,0.0
2022-03-27,Wealth,Social,0.0
2022-04-03,Wealth,Social,0.0
2022-04-10,Wealth,Social,0.0
2022-04-17,Wealth,Social,0.0
2022-04-24,Wealth,Social,0.0
2020-03-29,Wealth,OOH,0.0
2020-04-05,Wealth,OOH,0.0
2020-04-12,Wealth,OOH,0.0
2020-04-19,Wealth,OOH,0.0
2020-04-26,Wealth,OOH,0.0
2020-05-03,Wealth,OOH,0.0
2020-05-10,Wealth,OOH,0.0
2020-05-17,Wealth,OOH,0.0
2020-05-24,Wealth,OOH,0.0
2020-05-31,Wealth,OOH,0.0
2020-06-07,Wealth,OOH,0.0
2020-06-14,Wealth,OOH,0.0
2020-06-21,Wealth,OOH,0.0
2020-06-28,Wealth,OOH,0.0
2020-07-05,Wealth,OOH,0.0
2020-07-12,Wealth,OOH,0.0
2020-07-19,Wealth,OOH,0.0
2020-07-26,Wealth,OOH,0.0
2020-08-02,Wealth,OOH,0.0
2020-08-09,Wealth,OOH,0.0
2020-08-16,Wealth,OOH,0.0
2020-08-23,Wealth,OOH,0.0
2020-08-30,Wealth,OOH,0.0
2020-09-06,Wealth,OOH,0.0
2020-09-13,Wealth,OOH,0.0
2020-09-20,Wealth,OOH,0.0
2020-09-27,Wealth,OOH,0.0
2020-10-04,Wealth,OOH,0.0
2020-10-11,Wealth,OOH,0.0
2020-10-18,Wealth,OOH,0.0
2020-10-25,Wealth,OOH,0.0
2020-11-01,Wealth,OOH,0.0
2020-11-08,Wealth,OOH,0.0
2020-11-15,Wealth,OOH,0.0
2020-11-22,Wealth,OOH,0.0
2020-11-29,Wealth,OOH,0.0
2020-12-06,Wealth,OOH,0.0
2020-12-13,Wealth,OOH,0.0
2020-12-20,Wealth,OOH,0.0
2020-12-27,Wealth,OOH,0.0
2021-01-03,Wealth,OOH,0.0
2021-01-10,Wealth,OOH,0.0
2021-01-17,Wealth,OOH,0.0
2021-01-24,Wealth,OOH,0.0
2021-01-31,Wealth,OOH,0.0
2021-02-07,Wealth,OOH,0.0
2021-02-14,Wealth,OOH,0.0
2021-02-21,Wealth,OOH,0.0
2021-02-28,Wealth,OOH,0.0
2021-03-07,Wealth,OOH,0.0
2021-03-14,Wealth,OOH,0.0
2021-03-21,Wealth,OOH,0.0
2021-03-28,Wealth,OOH,0.0
2021-04-04,Wealth,OOH,0.0
2021-04-11,Wealth,OOH,0.0
2021-04-18,Wealth,OOH,0.0
2021-04-25,Wealth,OOH,0.0
2021-05-02,Wealth,OOH,0.0
2021-05-09,Wealth,OOH,0.0
2021-05-16,Wealth,OOH,0.0
2021-05-23,Wealth,OOH,0.0
2021-05-30,Wealth,OOH,0.0
2021-06-06,Wealth,OOH,0.0
2021-06-13,Wealth,OOH,0.0
2021-06-20,Wealth,OOH,0.0
2021-06-27,Wealth,OOH,0.0
2021-07-04,Wealth,OOH,0.0
2021-07-11,Wealth,OOH,0.0
2021-07-18,Wealth,OOH,0.0
2021-07-25,Wealth,OOH,0.0
2021-08-01,Wealth,OOH,0.0
2021-08-08,Wealth,OOH,0.0
2021-08-15,Wealth,OOH,0.0
2021-08-22,Wealth,OOH,0.0
2021-08-29,Wealth,OOH,0.0
2021-09-05,Wealth,OOH,0.0
2021-09-12,Wealth,OOH,0.0
2021-09-19,Wealth,OOH,0.0
2021-09-26,Wealth,OOH,0.0
2021-10-03,Wealth,OOH,0.0
2021-10-10,Wealth,OOH,0.0
2021-10-17,Wealth,OOH,0.0
2021-10-24,Wealth,OOH,0.0
2021-10-31,Wealth,OOH,0.0
2021-11-07,Wealth,OOH,0.0
2021-11-14,Wealth,OOH,0.0
2021-11-21,Wealth,OOH,0.0
2021-11-28,Wealth,OOH,0.0
2021-12-05,Wealth,OOH,0.0
2021-12-12,Wealth,OOH,0.0
2021-12-19,Wealth,OOH,0.0
2021-12-26,Wealth,OOH,0.0
2022-01-02,Wealth,OOH,0.0
2022-01-09,Wealth,OOH,0.0
2022-01-16,Wealth,OOH,0.0
2022-01-23,Wealth,OOH,17727.0
2022-01-30,Wealth,OOH,17727.0
2022-02-06,Wealth,OOH,17727.0
2022-02-13,Wealth,OOH,17727.0
2022-02-20,Wealth,OOH,17727.0
2022-02-27,Wealth,OOH,17727.0
2022-03-06,Wealth,OOH,0.0
2022-03-13,Wealth,OOH,0.0
2022-03-20,Wealth,OOH,0.0
2022-03-27,Wealth,OOH,0.0
2022-04-03,Wealth,OOH,0.0
2022-04-10,Wealth,OOH,0.0
2022-04-17,Wealth,OOH,0.0
2022-04-24,Wealth,OOH,0.0
2020-03-29,Wealth,Print,0.0
2020-04-05,Wealth,Print,0.0
2020-04-12,Wealth,Print,0.0
2020-04-19,Wealth,Print,0.0
2020-04-26,Wealth,Print,0.0
2020-05-03,Wealth,Print,0.0
2020-05-10,Wealth,Print,0.0
2020-05-17,Wealth,Print,0.0
2020-05-24,Wealth,Print,0.0
2020-05-31,Wealth,Print,0.0
2020-06-07,Wealth,Print,0.0
2020-06-14,Wealth,Print,0.0
2020-06-21,Wealth,Print,0.0
2020-06-28,Wealth,Print,0.0
2020-07-05,Wealth,Print,0.0
2020-07-12,Wealth,Print,0.0
2020-07-19,Wealth,Print,0.0
2020-07-26,Wealth,Print,0.0
2020-08-02,Wealth,Print,0.0
2020-08-09,Wealth,Print,0.0
2020-08-16,Wealth,Print,0.0
2020-08-23,Wealth,Print,0.0
2020-08-30,Wealth,Print,0.0
2020-09-06,Wealth,Print,0.0
2020-09-13,Wealth,Print,0.0
2020-09-20,Wealth,Print,0.0
2020-09-27,Wealth,Print,0.0
2020-10-04,Wealth,Print,0.0
2020-10-11,Wealth,Print,0.0
2020-10-18,Wealth,Print,0.0
2020-10-25,Wealth,Print,0.0
2020-11-01,Wealth,Print,0.0
2020-11-08,Wealth,Print,0.0
2020-11-15,Wealth,Print,0.0
2020-11-22,Wealth,Print,0.0
2020-11-29,Wealth,Print,0.0
2020-12-06,Wealth,Print,0.0
2020-12-13,Wealth,Print,0.0
2020-12-20,Wealth,Print,0.0
2020-12-27,Wealth,Print,0.0
2021-01-03,Wealth,Print,0.0
2021-01-10,Wealth,Print,0.0
2021-01-17,Wealth,Print,0.0
2021-01-24,Wealth,Print,0.0
2021-01-31,Wealth,Print,0.0
2021-02-07,Wealth,Print,0.0
2021-02-14,Wealth,Print,10400.0
2021-02-21,Wealth,Print,10400.0
2021-02-28,Wealth,Print,10400.0
2021-03-07,Wealth,Print,10400.0
2021-03-14,Wealth,Print,10400.0
2021-03-21,Wealth,Print,0.0
2021-03-28,Wealth,Print,0.0
2021-04-04,Wealth,Print,0.0
2021-04-11,Wealth,Print,0.0
2021-04-18,Wealth,Print,0.0
2021-04-25,Wealth,Print,0.0
2021-05-02,Wealth,Print,0.0
2021-05-09,Wealth,Print,0.0
2021-05-16,Wealth,Print,0.0
2021-05-23,Wealth,Print,0.0
2021-05-30,Wealth,Print,0.0
2021-06-06,Wealth,Print,0.0
2021-06-13,Wealth,Print,0.0
2021-06-20,Wealth,Print,0.0
2021-06-27,Wealth,Print,0.0
2021-07-04,Wealth,Print,0.0
2021-07-11,Wealth,Print,0.0
2021-07-18,Wealth,Print,0.0
2021-07-25,Wealth,Print,0.0
2021-08-01,Wealth,Print,0.0
2021-08-08,Wealth,Print,0.0
2021-08-15,Wealth,Print,0.0
2021-08-22,Wealth,Print,0.0
2021-08-29,Wealth,Print,0.0
2021-09-05,Wealth,Print,0.0
2021-09-12,Wealth,Print,0.0
2021-09-19,Wealth,Print,0.0
2021-09-26,Wealth,Print,0.0
2021-10-03,Wealth,Print,0.0
2021-10-10,Wealth,Print,0.0
2021-10-17,Wealth,Print,0.0
2021-10-24,Wealth,Print,0.0
2021-10-31,Wealth,Print,0.0
2021-11-07,Wealth,Print,0.0
2021-11-14,Wealth,Print,0.0
2021-11-21,Wealth,Print,0.0
2021-11-28,Wealth,Print,0.0
2021-12-05,Wealth,Print,0.0
2021-12-12,Wealth,Print,0.0
2021-12-19,Wealth,Print,0.0
2021-12-26,Wealth,Print,0.0
2022-01-02,Wealth,Print,0.0
2022-01-09,Wealth,Print,0.0
2022-01-16,Wealth,Print,0.0
2022-01-23,Wealth,Print,0.0
2022-01-30,Wealth,Print,58824.0
2022-02-06,Wealth,Print,0.0
2022-02-13,Wealth,Print,18366.588
2022-02-20,Wealth,Print,18366.588
2022-02-27,Wealth,Print,18366.588
2022-03-06,Wealth,Print,18366.588
2022-03-13,Wealth,Print,18366.588
2022-03-20,Wealth,Print,0.0
2022-03-27,Wealth,Print,0.0
2022-04-03,Wealth,Print,0.0
2022-04-10,Wealth,Print,0.0
2022-04-17,Wealth,Print,0.0
2022-04-24,Wealth,Print,0.0
